,,train,train,train,train,test,test,test,test,validation,validation,validation,validation
accuracy,LC4,0.733300343389256,0.733300343389256,0.733300343389256,0.733300343389256,0.6149653312788905,0.6149653312788905,0.6149653312788905,0.6149653312788905,0.514027149321267,0.514027149321267,0.514027149321267,0.514027149321267
case,LC4,0.7780688357086505,0.7514663341645885,0.7597422125197043,400.8,0.6651757500896023,0.6507920792079208,0.655939534270264,100.2,0.5762696284047216,0.5456,0.5554268471782872,125.0
control,LC4,0.6968915590180025,0.7092874745526626,0.6941481583251349,305.6,0.55559258727656,0.5683526999316473,0.5594032891205676,76.4,0.4408061761670843,0.4729166666666666,0.450326673739328,96.0
macro avg,LC4,0.7374801973633265,0.7303769043586256,0.7269451854224196,706.4,0.6103841686830812,0.6095723895697841,0.6076714116954157,176.6,0.5085379022859029,0.5092583333333334,0.5028767604588076,221.0
weighted avg,LC4,0.7429100792250377,0.733300343389256,0.7313875938958814,706.4,0.6178127304450137,0.6149653312788905,0.6141168924032852,176.6,0.5174257758490058,0.514027149321267,0.5097724731957529,221.0
accuracy,LC5,0.736412083134659,0.736412083134659,0.736412083134659,0.736412083134659,0.6241076014381098,0.6241076014381098,0.6241076014381098,0.6241076014381098,0.5167420814479639,0.5167420814479639,0.5167420814479639,0.5167420814479639
case,LC5,0.7740188971656139,0.7644900249376558,0.7660719470278501,400.8,0.669751887841403,0.6686534653465347,0.6636812635496889,100.2,0.5729094926458764,0.5791999999999999,0.5731165499917718,125.0
control,LC5,0.6999808631458666,0.6997128468873888,0.6941300716502021,305.6,0.5756969685443298,0.5649692412850308,0.5619080653556313,76.4,0.4418716409614736,0.4354166666666666,0.4341140613593912,96.0
macro avg,LC5,0.7369998801557403,0.7321014359125224,0.7301010093390261,706.4,0.6227244281928663,0.6168113533157827,0.6127946644526602,176.6,0.507390566803675,0.5073083333333333,0.5036153056755814,221.0
weighted avg,LC5,0.74201488268608,0.736412083134659,0.734934311839522,706.4,0.6289989088409409,0.6241076014381098,0.6197778143135502,176.6,0.5159880729096652,0.5167420814479639,0.512735378459154,221.0
accuracy,LC6,0.7361295983908387,0.7361295983908387,0.7361295983908387,0.7361295983908387,0.597894196199281,0.597894196199281,0.597894196199281,0.597894196199281,0.5176470588235295,0.5176470588235295,0.5176470588235295,0.5176470588235295
case,LC6,0.7820749796700932,0.7465511221945137,0.7619062527010587,400.8,0.6456333143020946,0.6484950495049505,0.6453740693822962,100.2,0.5738739206581949,0.584,0.5764807717721687,125.0
control,LC6,0.6881607113123246,0.722526518804243,0.7017928760056042,305.6,0.5370573687738658,0.5311346548188653,0.5310922566313099,76.4,0.4385775190726428,0.43125,0.4315159880377271,96.0
macro avg,LC6,0.735117845491209,0.7345388204993784,0.7318495643533315,706.4,0.5913453415379802,0.589814852161908,0.5882331630068032,176.6,0.5062257198654189,0.507625,0.5039983799049479,221.0
weighted avg,LC6,0.7414587547512874,0.7361295983908387,0.7358918722900334,706.4,0.5986521250035332,0.597894196199281,0.5960186130295425,176.6,0.5151026330916203,0.5176470588235295,0.5135096439961218,221.0
accuracy,LC7,0.7463218883604265,0.7463218883604265,0.7463218883604265,0.7463218883604265,0.5945878274268106,0.5945878274268106,0.5945878274268106,0.5945878274268106,0.5031674208144796,0.5031674208144796,0.5031674208144796,0.5031674208144796
case,LC7,0.8101949417128571,0.722564837905237,0.7634104997432208,400.8,0.6645800593403849,0.588891089108911,0.6205882285726212,100.2,0.5698490069571707,0.504,0.5336956570042084,125.0
control,LC7,0.6820216905240265,0.7775141969356049,0.7262247795494093,305.6,0.5285351869275023,0.6016062884483937,0.5594838006758174,76.4,0.4367740791407001,0.5020833333333333,0.4661926864302649,96.0
macro avg,LC7,0.7461083161184419,0.750039517420421,0.7448176396463151,706.4,0.5965576231339437,0.5952486887786523,0.5900360146242193,176.6,0.5033115430489354,0.5030416666666666,0.4999441717172366,221.0
weighted avg,LC7,0.7547524761870167,0.7463218883604265,0.7473196085743345,706.4,0.6056915734239325,0.5945878274268106,0.5942369861296525,176.6,0.5120427034712831,0.5031674208144796,0.5043730996508211,221.0
accuracy,LC8,0.7180073005277056,0.7180073005277056,0.7180073005277056,0.7180073005277056,0.5866718027734977,0.5866718027734977,0.5866718027734977,0.5866718027734977,0.5004524886877828,0.5004524886877828,0.5004524886877828,0.5004524886877828
case,LC8,0.7822801566039593,0.6995785536159602,0.7373361900163936,400.8,0.654660175703654,0.5710693069306931,0.6073603046973028,100.2,0.5620783542829251,0.5248,0.5416801882995566,125.0
control,LC8,0.6548600004588525,0.7421407907425265,0.6943906185803173,305.6,0.5236707706338348,0.6074162679425837,0.559995118392214,76.4,0.4317922511907474,0.46875,0.4483065225492432,96.0
macro avg,LC8,0.7185700785314059,0.7208596721792433,0.7158634042983555,706.4,0.5891654731687443,0.5892427874366384,0.5836777115447584,176.6,0.4969353027368361,0.4967749999999999,0.4949933554243998,221.0
weighted avg,LC8,0.7271501556605373,0.7180073005277056,0.7187620602438314,706.4,0.5980141708987053,0.5866718027734977,0.5868191053532489,176.6,0.5054834859713908,0.5004524886877828,0.5011196819102801,221.0
