,,train,train,train,train,test,test,test,test,validation,validation,validation,validation
accuracy,LC13,0.6237279171057535,0.6237279171057535,0.6237279171057535,0.6237279171057535,0.5244221879815101,0.5244221879815101,0.5244221879815101,0.5244221879815101,0.4968325791855204,0.4968325791855204,0.4968325791855204,0.4968325791855204
case,LC13,0.6864751618499639,0.6202605985037406,0.6516460315902171,400.8,0.5882976967157166,0.5390495049504951,0.5619491432095503,100.2,0.5678238657199053,0.4592,0.5075714306705688,125.0
control,LC13,0.5577721910749345,0.6282845815921997,0.5908878553045772,305.6,0.4556818505262832,0.5054340396445659,0.478615142673658,76.4,0.437063233231781,0.5458333333333333,0.485292569104027,96.0
macro avg,LC13,0.6221236764624491,0.6242725900479702,0.6212669434473972,706.4,0.521989773621,0.5222417722975305,0.5202821429416041,176.6,0.5024435494758432,0.5025166666666666,0.4964319998872978,221.0
weighted avg,LC13,0.6307975783444679,0.6237279171057535,0.6253597952752586,706.4,0.5309353147169431,0.5244221879815101,0.5258600805711612,176.6,0.5110228669920323,0.4968325791855204,0.4978937351484511,221.0
accuracy,LC14,0.6004988560369594,0.6004988560369594,0.6004988560369594,0.6004988560369594,0.5027478171545968,0.5027478171545968,0.5027478171545968,0.5027478171545968,0.4986425339366516,0.4986425339366516,0.4986425339366516,0.4986425339366516
case,LC14,0.6636127337941359,0.600285536159601,0.6303098376325904,400.8,0.5676019401006025,0.5108118811881188,0.5372683578811264,100.2,0.5638555418524054,0.5024,0.5313192037514539,125.0
control,LC14,0.5339822281073782,0.6007564555876995,0.565353130512481,305.6,0.4353251532100516,0.4920710868079289,0.4615574495019336,76.4,0.4323628847927913,0.49375,0.460988049120853,96.0
macro avg,LC14,0.598797480950757,0.6005209958736503,0.5978314840725358,706.4,0.5014635466553271,0.5014414839980239,0.49941290369153,176.6,0.4981092133225983,0.498075,0.4961536264361534,221.0
weighted avg,LC14,0.607531552070928,0.6004988560369594,0.6022128109324857,706.4,0.5103789969065105,0.5027478171545968,0.5045372649862097,176.6,0.5067365596002653,0.4986425339366516,0.5007681139571657,221.0
accuracy,LC15,0.6228732504978544,0.6228732504978544,0.6228732504978544,0.6228732504978544,0.5288071391884952,0.5288071391884952,0.5288071391884952,0.5288071391884952,0.5411764705882354,0.5411764705882354,0.5411764705882354,0.5411764705882354
case,LC15,0.6844927315957555,0.6222543640897755,0.651821617149292,400.8,0.5930315639627736,0.544990099009901,0.5674348867985964,100.2,0.5970132966303734,0.5808,0.5882953325130345,125.0
control,LC15,0.5573261490572252,0.6236729883210115,0.5885649119351892,305.6,0.4590834244599756,0.5077922077922078,0.4816741944952787,76.4,0.4733082030073501,0.4895833333333333,0.4806410826702793,96.0
macro avg,LC15,0.6209094403264903,0.6229636762053936,0.6201932645422407,706.4,0.5260574942113745,0.5263911534010545,0.5245545406469376,176.6,0.5351607498188617,0.5351916666666667,0.5344682075916569,221.0
weighted avg,LC15,0.6294779500697538,0.6228732504978544,0.6244580746664863,706.4,0.5351043491701046,0.5288071391884952,0.5302988516939365,176.6,0.5432771473642637,0.5411764705882354,0.5415314954772675,221.0
accuracy,LC16,0.6189112517079308,0.6189112517079308,0.6189112517079308,0.6189112517079308,0.5220724191063174,0.5220724191063174,0.5220724191063174,0.5220724191063174,0.5067873303167421,0.5067873303167421,0.5067873303167421,0.5067873303167421
case,LC16,0.6794120140270536,0.6217568578553616,0.649277893313131,400.8,0.587707751186012,0.528970297029703,0.5567491992051099,100.2,0.5761201165070717,0.4864,0.527283992884833,125.0
control,LC16,0.5536042750249324,0.6151698274938391,0.5827353946772444,305.6,0.453571911270838,0.5130553656869445,0.4814387755050631,76.4,0.4433952681778768,0.5333333333333333,0.48407452635357,96.0
macro avg,LC16,0.616508144525993,0.6184633426746002,0.6160066439951877,706.4,0.520639831228425,0.5210128313583239,0.5190939873550866,176.6,0.5097576923424743,0.5098666666666667,0.5056792596192016,221.0
weighted avg,LC16,0.6249855931348531,0.6189112517079308,0.6204925630853927,706.4,0.52968971710976,0.5220724191063175,0.5241680343842354,176.6,0.5184658837486885,0.5067873303167421,0.5085142698667278,221.0
accuracy,LC17,0.5857976287309021,0.5857976287309021,0.5857976287309021,0.5857976287309021,0.4948831535695942,0.4948831535695942,0.4948831535695942,0.4948831535695942,0.5149321266968326,0.5149321266968326,0.5149321266968326,0.5149321266968326
case,LC17,0.6523905576412182,0.577361596009975,0.6125274063344828,400.8,0.5604915024742808,0.4989306930693069,0.5272629325088822,100.2,0.5870364340073235,0.4831999999999999,0.5296122576107818,125.0
control,LC17,0.5187485869762771,0.596871316832744,0.5550188444522185,305.6,0.4279500254931391,0.4894736842105263,0.4560907711284485,76.4,0.4521320748466069,0.55625,0.4984726829544094,96.0
macro avg,LC17,0.5855695723087476,0.5871164564213596,0.5837731253933507,706.4,0.4942207639837099,0.4942021886399166,0.4916768518186654,176.6,0.5195842544269652,0.519725,0.5140424702825956,221.0
weighted avg,LC17,0.5945764769322133,0.5857976287309021,0.5876470015840042,706.4,0.503166631520022,0.4948831535695942,0.4965021008587998,176.6,0.5284354454126231,0.5149321266968326,0.5160855645473802,221.0
accuracy,LC18,0.599655809368877,0.599655809368877,0.599655809368877,0.599655809368877,0.5220916795069337,0.5220916795069337,0.5220916795069337,0.5220916795069337,0.4914027149321267,0.4914027149321267,0.4914027149321267,0.4914027149321267
case,LC18,0.6628630160239048,0.5992992518703242,0.6294336821949298,400.8,0.5862026289673491,0.5390099009900989,0.5605824199151848,100.2,0.5570293082787622,0.4944,0.5237504312079749,125.0
control,LC18,0.5331426669831263,0.6001392906889531,0.5646127872695781,305.6,0.4527171086367299,0.5001367053998632,0.4741950519342586,76.4,0.4251692003723698,0.4875,0.4541203306721509,96.0
macro avg,LC18,0.5980028415035156,0.5997192712796386,0.5970232347322539,706.4,0.5194598688020395,0.5195733031949812,0.5173887359247217,176.6,0.4910992543255659,0.49095,0.4889353809400629,221.0
weighted avg,LC18,0.6067458109764146,0.599655809368877,0.6013886802812127,706.4,0.5284718022408125,0.5220916795069337,0.523168185700177,176.6,0.499750709369198,0.4914027149321267,0.4935038716992007,221.0
accuracy,LC1,0.6659095007032068,0.6659095007032068,0.6659095007032068,0.6659095007032068,0.4518554185927067,0.4518554185927067,0.4518554185927067,0.4518554185927067,0.5330316742081449,0.5330316742081449,0.5330316742081449,0.5330316742081449
case,LC1,0.7215025447900444,0.6696596009975062,0.6945962775544234,400.8,0.5173093676550862,0.4611287128712871,0.4862105637169934,100.2,0.5977190075813928,0.5344,0.5640984062446119,125.0
control,LC1,0.6041048212606878,0.6609814636237008,0.6312438520929976,305.6,0.38443653405082,0.4399179767600819,0.4089607327306735,76.4,0.4668934557548418,0.53125,0.4968109354488623,96.0
macro avg,LC1,0.6628036830253661,0.6653205323106035,0.6629200648237106,706.4,0.450872950852953,0.4505233448156845,0.4475856482238335,176.6,0.5323062316681174,0.5328250000000001,0.5304546708467373,221.0
weighted avg,LC1,0.6707140484961887,0.6659095007032068,0.6671909049677192,706.4,0.4598272680402811,0.4518554185927067,0.4527429337103597,176.6,0.5408898085979137,0.5330316742081449,0.5348694596546031,221.0
accuracy,LC2,0.6073025311434421,0.6073025311434421,0.6073025311434421,0.6073025311434421,0.4801938880328711,0.4801938880328711,0.4801938880328711,0.4801938880328711,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5294117647058824
case,LC2,0.6698011892932658,0.607283042394015,0.6369154476328219,400.8,0.54310756935796,0.520930693069307,0.5308262189077608,100.2,0.5889928236647607,0.5568,0.5722782681963638,125.0
control,LC2,0.5412394272637202,0.6073459766420229,0.5722915232452189,305.6,0.4044616251753985,0.4265208475734791,0.4140525924617854,76.4,0.4609043304764392,0.49375,0.4765738527441727,96.0
macro avg,LC2,0.605520308278493,0.6073145095180189,0.6046034854390204,706.4,0.4737845972666792,0.473725770321393,0.4724394056847731,176.6,0.5249485770705999,0.5252749999999999,0.5244260604702683,221.0
weighted avg,LC2,0.6141850310254389,0.6073025311434421,0.6089551365420788,706.4,0.48314157407867,0.4801938880328711,0.4803684837629048,176.6,0.5333525732300147,0.5294117647058824,0.5307053094479007,221.0
accuracy,LC3,0.6257057110000762,0.6257057110000762,0.6257057110000762,0.6257057110000762,0.5028184386235234,0.5028184386235234,0.5028184386235234,0.5028184386235234,0.4914027149321266,0.4914027149321266,0.4914027149321266,0.4914027149321266
case,LC3,0.6891115627925372,0.6202506234413965,0.652756562193056,400.8,0.566328352851438,0.5248316831683169,0.5445350636956874,100.2,0.5574957482700846,0.488,0.5203263685371846,125.0
control,LC3,0.559693763392961,0.6328490303225116,0.5939134895836817,305.6,0.4323441453876236,0.4738550922761448,0.4519084975146783,76.4,0.4265980202571905,0.4958333333333333,0.4585243769696926,96.0
macro avg,LC3,0.6244026630927492,0.626549826881954,0.6233350258883688,706.4,0.4993362491195309,0.4993433877222308,0.4982217806051828,176.6,0.4920468842636375,0.4919166666666666,0.4894253727534386,221.0
weighted avg,LC3,0.6331228107742721,0.6257057110000762,0.6273022303995626,706.4,0.5083692595206759,0.5028184386235234,0.5044856226711845,176.6,0.5006351967350717,0.4914027149321266,0.4934802545531157,221.0
accuracy,LC4,0.6350517488009424,0.6350517488009424,0.6350517488009424,0.6350517488009424,0.5152927580893683,0.5152927580893683,0.5152927580893683,0.5152927580893683,0.5004524886877828,0.5004524886877828,0.5004524886877828,0.5004524886877828
case,LC4,0.6985199574522436,0.6277468827930175,0.6611835601271654,400.8,0.5811079426653755,0.5188910891089109,0.5475013428204148,100.2,0.5594875010935976,0.5471999999999999,0.5529471923587249,125.0
control,LC4,0.5691206579642276,0.644630879674274,0.6044683381769145,305.6,0.4481300427147603,0.5103896103896104,0.4765781169455129,76.4,0.4275097093042637,0.4395833333333333,0.4330682118484809,96.0
macro avg,LC4,0.6338203077082356,0.6361888812336457,0.6328259491520399,706.4,0.5146189926900678,0.5146403497492607,0.5120397298829639,176.6,0.4934986051989306,0.4933916666666667,0.4930077021036029,221.0
weighted avg,LC4,0.6425399821236804,0.6350517488009424,0.6366480567962705,706.4,0.5235797902405417,0.5152927580893683,0.5168587269031166,176.6,0.5021577815832987,0.5004524886877828,0.5008730650782569,221.0
accuracy,LC5,0.6268456671648549,0.6268456671648549,0.6268456671648549,0.6268456671648549,0.5084488957370313,0.5084488957370313,0.5084488957370313,0.5084488957370313,0.4877828054298643,0.4877828054298643,0.4877828054298643,0.4877828054298643
case,LC5,0.6907013570957441,0.6197743142144638,0.653293174352988,400.8,0.5750207482570195,0.511009900990099,0.5407423352354516,100.2,0.5497994282545056,0.5184,0.5332226292539293,125.0
control,LC5,0.5606808751566026,0.6361234329797493,0.5959989836561245,305.6,0.4410691399959424,0.5051948051948052,0.4705762670070452,76.4,0.4169670297340199,0.4479166666666667,0.431420353415486,96.0
macro avg,LC5,0.6256911161261733,0.6279488735971066,0.6246460790045563,706.4,0.5080449441264809,0.508102353092452,0.5056593011212484,176.6,0.4833832289942627,0.4831583333333332,0.4823214913347076,221.0
weighted avg,LC5,0.63445384423021,0.6268456671648549,0.6285067490532421,706.4,0.5170833747049833,0.5084488957370313,0.5103710261918358,176.6,0.4920984768609914,0.4877828054298643,0.4890008261747866,221.0
accuracy,LC6,0.6271189360943379,0.6271189360943379,0.6271189360943379,0.6271189360943379,0.517578325629173,0.517578325629173,0.517578325629173,0.517578325629173,0.4805429864253393,0.4805429864253393,0.4805429864253393,0.4805429864253393
case,LC6,0.6924482822026475,0.6167680798004987,0.6524141256473384,400.8,0.5859661941436624,0.5130495049504951,0.5460253882937686,100.2,0.549579371136624,0.4528,0.4962524701783013,125.0
control,LC6,0.5603804365828613,0.6406964534447659,0.597846397316475,305.6,0.4502934877918816,0.5235816814764183,0.4832245372964932,76.4,0.4202345719411957,0.5166666666666667,0.4633020052278859,96.0
macro avg,LC6,0.6264143593927545,0.6287322666226324,0.6251302614819066,706.4,0.518129840967772,0.5183155932134567,0.5146249627951309,176.6,0.4849069715389098,0.4847333333333333,0.4797772377030936,221.0
weighted avg,LC6,0.6353146185398306,0.6271189360943379,0.6288072913540448,706.4,0.527279271097466,0.517578325629173,0.5188469590163388,176.6,0.493393395015533,0.4805429864253393,0.4819391460369444,221.0
accuracy,LC7,0.6183502890960889,0.6183502890960889,0.6183502890960889,0.6183502890960889,0.5402285567539804,0.5402285567539804,0.5402285567539804,0.5402285567539804,0.4714932126696832,0.4714932126696832,0.4714932126696832,0.4714932126696832
case,LC7,0.6838787286462041,0.6087880299251871,0.644148376546617,400.8,0.6052693562922714,0.5448118811881189,0.5721357780214017,100.2,0.537436863568939,0.472,0.5022841313924815,125.0
control,LC7,0.5514800468444376,0.6308946748098146,0.5885162732724869,305.6,0.4730561212980568,0.5341421736158578,0.5004373006465559,76.4,0.4061802605512866,0.4708333333333333,0.4358510082337216,96.0
macro avg,LC7,0.6176793877453209,0.6198413523675008,0.6163323249095519,706.4,0.5391627387951641,0.5394770274019883,0.5362865393339787,176.6,0.4718085620601128,0.4714166666666666,0.4690675698131016,221.0
weighted avg,LC7,0.6266019420296662,0.6183502890960889,0.6200808365173394,706.4,0.5480846762903949,0.5402285567539804,0.5411406129991839,176.6,0.4804204206291443,0.4714932126696832,0.4734263041379975,221.0
accuracy,LC8,0.6070240532754206,0.6070240532754206,0.6070240532754206,0.6070240532754206,0.4869992295839753,0.4869992295839753,0.4869992295839753,0.4869992295839753,0.5058823529411764,0.5058823529411764,0.5058823529411764,0.5058823529411764
case,LC8,0.6695498413744966,0.6067967581047381,0.636589916638495,400.8,0.5563939110550445,0.474950495049505,0.5120227091025054,100.2,0.5662344344568022,0.5392,0.5520947366404056,125.0
control,LC8,0.5409224322816671,0.6073288331726132,0.5721634450952309,305.6,0.4217885155010299,0.5028366370471634,0.4584388429071666,76.4,0.4354675013171542,0.4625,0.4482423609716691,96.0
macro avg,LC8,0.6052361368280819,0.6070627956386757,0.6043766808668629,706.4,0.4890912132780373,0.4888935660483341,0.485230776004836,176.6,0.5008509678869781,0.50085,0.5001685488060373,221.0
weighted avg,LC8,0.6139049705942136,0.6070240532754206,0.6087172713625992,706.4,0.498172886161072,0.4869992295839753,0.4888396346395841,176.6,0.5094306987943307,0.5058823529411764,0.5069823924585111,221.0
accuracy,LC9,0.6299493931586603,0.6299493931586603,0.6299493931586603,0.6299493931586603,0.5300012840267078,0.5300012840267078,0.5300012840267078,0.5300012840267078,0.4941176470588235,0.4941176470588235,0.4941176470588235,0.4941176470588235
case,LC9,0.6905548824603696,0.6302381546134663,0.6589994342085792,400.8,0.601749406682993,0.5070495049504951,0.549870922747248,100.2,0.560609110643172,0.4911999999999999,0.523516987849769,125.0
control,LC9,0.5648882788492852,0.6295574841958642,0.5954520095136415,305.6,0.4646197358542078,0.5601503759398496,0.507534454389028,76.4,0.4286950161686738,0.4979166666666667,0.4606372907874229,96.0
macro avg,LC9,0.6277215806548273,0.6298978194046653,0.6272257218611104,706.4,0.5331845712686005,0.5335999404451723,0.528702688568138,176.6,0.4946520634059229,0.4945583333333332,0.492077139318596,221.0
weighted avg,LC9,0.636189268548484,0.6299493931586603,0.6315105159820978,706.4,0.5424329786360595,0.5300012840267078,0.5315493717640244,176.6,0.5033070605547021,0.4941176470588235,0.4962027303023245,221.0
