,,train,train,train,train,test,test,test,test,validation,validation,validation,validation
,,precision,recall,f1-score,support,precision,recall,f1-score,support,precision,recall,f1-score,support
,LC,,,,,,,,,,,,
macro avg,LC16,0.8134411791528704,0.8171203262603163,0.8146608306206721,706.4,0.7344017790943939,0.736441626117499,0.7342109534106622,176.6,0.5239660933625583,0.5243249999999999,0.522938376927101,221.0
weighted avg,LC16,0.8190985692156831,0.8168184604781805,0.8173542606193507,706.4,0.7409666284831594,0.7373202362609143,0.7379565492989136,176.6,0.5324718284401821,0.5266968325791855,0.5283898486716234,221.0
accuracy,LC17,0.820489960772686,0.820489960772686,0.820489960772686,0.820489960772686,0.7337634822804315,0.7337634822804315,0.7337634822804315,0.7337634822804315,0.5185520361990951,0.5185520361990951,0.5185520361990951,0.5185520361990951
case,LC17,0.8566646627068838,0.8208453865336658,0.83832886226834,400.8,0.780543217016264,0.7404356435643564,0.7593885323364714,100.2,0.575573101867754,0.568,0.5716126000928292,125.0
control,LC17,0.7776198584315444,0.8200235722704383,0.7981988907993405,305.6,0.6805205926638493,0.7249829118250171,0.701318213422775,76.4,0.446382790233345,0.4541666666666667,0.4500541181960956,96.0
macro avg,LC17,0.8171422605692141,0.8204344794020519,0.8182638765338401,706.4,0.7305319048400567,0.7327092776946869,0.7303533728796232,176.6,0.5109779460505496,0.5110833333333333,0.5108333591444624,221.0
weighted avg,LC17,0.8224680807793054,0.820489960772686,0.8209677769046623,706.4,0.7372754823403815,0.7337634822804315,0.7342746931964799,176.6,0.5194542334654768,0.5185520361990951,0.5188089156489992,221.0
accuracy,LC18,0.8190867528679213,0.8190867528679213,0.8190867528679213,0.8190867528679213,0.7270993836671803,0.7270993836671803,0.7270993836671803,0.7270993836671803,0.5285067873303168,0.5285067873303168,0.5285067873303168,0.5285067873303168
case,LC18,0.8613879149655108,0.8118778054862842,0.8358466412360782,400.8,0.7802196899792799,0.7245742574257426,0.750376869712089,100.2,0.598813163990734,0.504,0.547225382242377,125.0
control,LC18,0.7706487976499256,0.8285395906996678,0.7984795832968437,305.6,0.6704893189412404,0.7306561859193439,0.6981755868493298,76.4,0.4646669482254019,0.5604166666666666,0.5079913281199777,96.0
macro avg,LC18,0.8160183563077184,0.820208698092976,0.8171631122664611,706.4,0.7253545044602602,0.7276152216725432,0.7242762282807094,176.6,0.531740056108068,0.5322083333333334,0.5276083551811774,221.0
weighted avg,LC18,0.8221322029455443,0.8190867528679213,0.8196811859413982,706.4,0.7327965861906041,0.7270993836671803,0.7277652715306356,176.6,0.5405415046537572,0.5285067873303168,0.5301825352027827,221.0
accuracy,LC1,0.980188002612483,0.980188002612483,0.980188002612483,0.980188002612483,0.8312275295326141,0.8312275295326141,0.8312275295326141,0.8312275295326141,0.5194570135746606,0.5194570135746606,0.5194570135746606,0.5194570135746606
case,LC1,0.9893266009658416,0.9755523690773068,0.9823751374286414,400.8,0.8514229899614667,0.8563960396039605,0.8521886234197922,100.2,0.5744684209853632,0.5808,0.5772849972885121,125.0
control,LC1,0.9687050617317936,0.9862637951355406,0.9773800395435192,305.6,0.8117526354709452,0.7983937115516062,0.8022793840155087,76.4,0.4459847144173996,0.4395833333333333,0.4423199447055623,96.0
macro avg,LC1,0.9790158313488176,0.9809080821064236,0.9798775884860802,706.4,0.831587812716206,0.8273948755777834,0.8272340037176505,176.6,0.5102265677013815,0.5101916666666666,0.5098024709970372,221.0
weighted avg,LC1,0.9804028468048668,0.980188002612483,0.980213747868072,706.4,0.8343155793252306,0.8312275295326141,0.8305879259607101,176.6,0.5186564941504107,0.5194570135746606,0.5186576441303077,221.0
accuracy,LC2,0.8561792035132287,0.8561792035132287,0.8561792035132287,0.8561792035132287,0.7565613764766307,0.7565613764766307,0.7565613764766307,0.7565613764766307,0.4705882352941176,0.4705882352941176,0.4705882352941176,0.4705882352941176
case,LC2,0.8911951003948498,0.8503117206982542,0.8702462317609363,400.8,0.7964265650080258,0.7705148514851485,0.7824694491445761,100.2,0.5353290677104444,0.4784,0.5050209153085413,125.0
control,LC2,0.8149791760871832,0.8638765670202508,0.8386791943548113,305.6,0.7103693347887706,0.7384825700615174,0.7229815781548705,76.4,0.4044578912142406,0.4604166666666667,0.4304039157142063,96.0
macro avg,LC2,0.8530871382410166,0.8570941438592525,0.8544627130578739,706.4,0.7533979498983981,0.754498710773333,0.7527255136497233,176.6,0.4698934794623425,0.4694083333333333,0.4677124155113737,221.0
weighted avg,LC2,0.8582244736511185,0.8561792035132287,0.8565901947712218,706.4,0.7592497492188319,0.7565613764766307,0.7567124578708927,176.6,0.4784800498659396,0.4705882352941176,0.4726081010051198,221.0
accuracy,LC3,0.8771259481269859,0.8771259481269859,0.8771259481269859,0.8771259481269859,0.7836864406779661,0.7836864406779661,0.7836864406779661,0.7836864406779661,0.4714932126696832,0.4714932126696832,0.4714932126696832,0.4714932126696832
case,LC3,0.9046876525326896,0.8757543640897756,0.8899342506606069,400.8,0.8304002223339332,0.7784356435643565,0.803172344089699,100.2,0.5320478240766352,0.5408000000000001,0.5362313758653452,125.0
control,LC3,0.8437781796402766,0.8789371048966034,0.8609246438126027,305.6,0.7319016509531379,0.7906015037593985,0.7596096075487256,76.4,0.3896732425560325,0.38125,0.3851993467862164,96.0
macro avg,LC3,0.8742329160864829,0.8773457344931895,0.8754294472366049,706.4,0.7811509366435354,0.7845185736618775,0.7813909758192122,176.6,0.4608605333163338,0.4610249999999999,0.4607153613257808,221.0
weighted avg,LC3,0.8783414857420121,0.8771259481269859,0.8773837279900756,706.4,0.7877993480882781,0.7836864406779661,0.7843258453141044,176.6,0.4702018520133869,0.4714932126696832,0.4706247026002033,221.0
accuracy,LC4,0.8652279311298188,0.8652279311298188,0.8652279311298188,0.8652279311298188,0.769022855675398,0.769022855675398,0.769022855675398,0.769022855675398,0.530316742081448,0.530316742081448,0.530316742081448,0.530316742081448
case,LC4,0.8958732235239178,0.8627743142144638,0.878974992488636,400.8,0.8060590390002155,0.7824950495049505,0.7935892447758782,100.2,0.5852466995791474,0.5856,0.5852659139957224,125.0
control,LC4,0.8284763573779447,0.8684495874852673,0.8479404797932999,305.6,0.7252799297991019,0.7514695830485304,0.7374041529509905,76.4,0.4583053189055316,0.4583333333333333,0.458113458091044,96.0
macro avg,LC4,0.8621747904509313,0.8656119508498656,0.8634577361409679,706.4,0.7656694843996588,0.7669823162767405,0.7654966988634343,176.6,0.5217760092423396,0.5219666666666667,0.5216896860433832,221.0
weighted avg,LC4,0.8667181894583056,0.8652279311298188,0.8655491500030916,706.4,0.7711410832796226,0.769022855675398,0.7692719399950743,176.6,0.5301047423634591,0.530316742081448,0.5300322679918802,221.0
accuracy,LC5,0.873165151399802,0.873165151399802,0.873165151399802,0.873165151399802,0.765530303030303,0.765530303030303,0.765530303030303,0.765530303030303,0.5257918552036199,0.5257918552036199,0.5257918552036199,0.5257918552036199
case,LC5,0.9027437657614272,0.8702605985037406,0.8861797267243408,400.8,0.8011286666574599,0.7824158415841584,0.7911875369135256,100.2,0.5776823923486684,0.6,0.5884453982119305,125.0
control,LC5,0.8375556169364753,0.8769827493839066,0.8567798974848758,305.6,0.722669369392693,0.7432330827067669,0.7321170585488259,76.4,0.4521913877213416,0.4291666666666667,0.4400902922935826,96.0
macro avg,LC5,0.8701496913489514,0.8736216739438236,0.8714798121046081,706.4,0.7618990180250764,0.7628244621454627,0.7616522977311757,176.6,0.514936890035005,0.5145833333333333,0.5142678452527566,221.0
weighted avg,LC5,0.8745440827937513,0.873165151399802,0.8734600095786782,706.4,0.7671603262775764,0.765530303030303,0.7656524795238728,176.6,0.5231704627367979,0.5257918552036199,0.5240015512971732,221.0
accuracy,LC6,0.8394725348698368,0.8394725348698368,0.8394725348698368,0.8394725348698368,0.7327491011813045,0.7327491011813045,0.7327491011813045,0.7327491011813045,0.4904977375565611,0.4904977375565611,0.4904977375565611,0.4904977375565611
case,LC6,0.8759860575233966,0.8353403990024937,0.8550943009919283,400.8,0.7696716945342228,0.7584554455445545,0.7635962169056416,100.2,0.5494214116761237,0.5599999999999999,0.5541147198493884,125.0
control,LC6,0.7967974087223882,0.8449094610521805,0.8200320397913596,305.6,0.6866718264939846,0.6993164730006836,0.6923178715443437,76.4,0.4091960619794443,0.4,0.4038306932166396,96.0
macro avg,LC6,0.8363917331228924,0.840124930027337,0.837563170391644,706.4,0.7281717605141037,0.728885959272619,0.7279570442249926,176.6,0.479308736827784,0.48,0.478972706533014,221.0
weighted avg,LC6,0.8417330868862762,0.8394725348698368,0.8399247137393667,706.4,0.7338028883654965,0.7327491011813045,0.7327185129830192,176.6,0.4885090425771136,0.4904977375565611,0.4888329707238504,221.0
accuracy,LC7,0.8539053014973694,0.8539053014973694,0.8539053014973694,0.8539053014973694,0.7361967128916281,0.7361967128916281,0.7361967128916281,0.7361967128916281,0.502262443438914,0.502262443438914,0.502262443438914,0.502262443438914
case,LC7,0.8788301628714178,0.861283042394015,0.8699653099419754,400.8,0.7772280517596628,0.7505742574257426,0.7634317171711262,100.2,0.5664419935256637,0.5136000000000001,0.5385667000024232,125.0
control,LC7,0.8226945197295112,0.844228008143148,0.83331790223586,305.6,0.6872345738199397,0.7171907040328093,0.7015602344155697,76.4,0.4346235797057766,0.4875,0.4593892655972277,96.0
macro avg,LC7,0.8507623413004646,0.8527555252685814,0.8516416060889178,706.4,0.7322313127898012,0.733882480729276,0.7324959757933479,176.6,0.5005327866157201,0.50055,0.4989779827998254,221.0
weighted avg,LC7,0.8545465597900435,0.8539053014973694,0.8541121145298177,706.4,0.738283773184918,0.7361967128916281,0.7366914478414728,176.6,0.509181506074491,0.502262443438914,0.5041728823422478,221.0
accuracy,LC8,0.8420197058151789,0.8420197058151789,0.8420197058151789,0.8420197058151789,0.7464111453518234,0.7464111453518234,0.7464111453518234,0.7464111453518234,0.4823529411764705,0.4823529411764705,0.4823529411764705,0.4823529411764705
case,LC8,0.8737915109543135,0.8433117206982544,0.8582592738533389,400.8,0.7878495392358571,0.7586138613861386,0.7726962011898183,100.2,0.5428873370273795,0.5376000000000001,0.5400091371228626,125.0
control,LC8,0.8036854284011167,0.840317154184078,0.8215622024824455,305.6,0.6970197835847658,0.7304511278195489,0.7129983061824687,76.4,0.4051037841477866,0.4104166666666667,0.4074722013570668,96.0
macro avg,LC8,0.838738469677715,0.8418144374411662,0.8399107381678924,706.4,0.7424346614103114,0.7445324946028438,0.7428472536861435,176.6,0.4739955605875829,0.4740083333333332,0.4737406692399647,221.0
weighted avg,LC8,0.8434593879615754,0.8420197058151789,0.8423836978766651,706.4,0.7485659323502178,0.7464111453518234,0.7468657938122755,176.6,0.4830356579484612,0.4823529411764705,0.4824365315413404,221.0
accuracy,LC9,0.8519287096657864,0.8519287096657864,0.8519287096657864,0.8519287096657864,0.7655624036979969,0.7655624036979969,0.7655624036979969,0.7655624036979969,0.5158371040723982,0.5158371040723982,0.5158371040723982,0.5158371040723982
case,LC9,0.880806361577289,0.8547942643391522,0.8675753795166902,400.8,0.8121173469387756,0.7644158415841584,0.7869048335612009,100.2,0.5759501211659203,0.5472,0.5610693749777079,125.0
control,LC9,0.8166546656921876,0.8481817207757419,0.8320761806443713,305.6,0.7140666314395905,0.7671565276828435,0.7389624243369305,76.4,0.4459673293562485,0.475,0.459872298092285,96.0
macro avg,LC9,0.8487305136347383,0.8514879925574471,0.8498257800805307,706.4,0.763091989189183,0.765786184633501,0.7629336289490657,176.6,0.5109587252610843,0.5111,0.5104708365349964,221.0
weighted avg,LC9,0.8530570510727262,0.8519287096657864,0.8522173287223751,706.4,0.7697178680281314,0.7655624036979969,0.7661542792397485,176.6,0.5194870079816285,0.5158371040723982,0.5171104637514609,221.0
