,,train,train,train,train,test,test,test,test,validation,validation,validation,validation
accuracy,LC13,0.7030067595994727,0.7030067595994727,0.7030067595994727,0.7030067595994727,0.5413585002568053,0.5413585002568053,0.5413585002568053,0.5413585002568053,0.5076923076923077,0.5076923076923077,0.5076923076923077,0.5076923076923077
case,LC13,0.7490380515407962,0.7155461346633417,0.7315984454520436,400.8,0.5989894147688795,0.578950495049505,0.5884950469128156,100.2,0.5694608550191522,0.5344,0.5504336615146609,125.0
control,LC13,0.6498509689511512,0.6865552341155041,0.6672698628282068,305.6,0.4716286675423103,0.4919685577580314,0.481222084894259,76.4,0.437773912033482,0.4729166666666666,0.4535695592010856,96.0
macro avg,LC13,0.6994445102459736,0.7010506843894229,0.6994341541401251,706.4,0.5353090411555949,0.5354595264037683,0.5348585659035374,176.6,0.5036173835263171,0.5036583333333333,0.5020016103578733,221.0
weighted avg,LC13,0.7061225030689016,0.7030067595994727,0.7037673533487432,706.4,0.5439071482810547,0.5413585002568053,0.5421139028120351,176.6,0.5122574770706259,0.5076923076923077,0.5083569473874969,221.0
accuracy,LC14,0.7296124149039752,0.7296124149039752,0.7296124149039752,0.7296124149039752,0.539027991782229,0.539027991782229,0.539027991782229,0.539027991782229,0.5004524886877828,0.5004524886877828,0.5004524886877828,0.5004524886877828
case,LC14,0.7598368431594072,0.7669563591022444,0.7627520575370871,400.8,0.5964375805538393,0.5867128712871288,0.5902133398984521,100.2,0.5571346554411861,0.5696,0.5630439352891917,125.0
control,LC14,0.6913677824313544,0.6805764491588986,0.6848693065280382,305.6,0.4667286300197692,0.476144907723855,0.4698103761476869,76.4,0.4226204702203854,0.4104166666666667,0.4160755620932283,96.0
macro avg,LC14,0.7256023127953808,0.7237664041305715,0.7238106820325626,706.4,0.5315831052868043,0.5314288895054918,0.5300118580230695,176.6,0.4898775628307857,0.4900083333333332,0.48955974869121,221.0
weighted avg,LC14,0.7302037788290912,0.7296124149039752,0.7290655105851913,706.4,0.5403144694966704,0.539027991782229,0.5381948946707109,176.6,0.498703154168802,0.5004524886877828,0.4992024700094972,221.0
accuracy,LC15,0.706969559764556,0.706969559764556,0.706969559764556,0.706969559764556,0.5468733949666154,0.5468733949666154,0.5468733949666154,0.5468733949666154,0.5221719457013575,0.5221719457013575,0.5221719457013575,0.5221719457013575
case,LC15,0.7557511354247224,0.7170935162094763,0.7345930459328845,400.8,0.6021298870696461,0.5767326732673268,0.586780382586759,100.2,0.5804335059210161,0.5631999999999999,0.5690984176575162,125.0
control,LC15,0.6536130792002348,0.6936869173899067,0.6713583007500326,305.6,0.4837772177786944,0.5077922077922078,0.4929034890838604,76.4,0.4522437138907727,0.46875,0.4569691178947936,96.0
macro avg,LC15,0.7046821073124786,0.7053902167996915,0.7029756733414585,706.4,0.5429535524241702,0.5422624405297672,0.5398419358353097,176.6,0.5163386099058943,0.515975,0.513033767776155,221.0
weighted avg,LC15,0.711565057313741,0.706969559764556,0.7072379720182034,706.4,0.550962276713751,0.5468733949666154,0.5461674838168652,176.6,0.524749252369417,0.5221719457013575,0.5203906675343426,221.0
accuracy,LC16,0.7112132419231401,0.7112132419231401,0.7112132419231401,0.7112132419231401,0.5266692347200822,0.5266692347200822,0.5266692347200822,0.5266692347200822,0.5194570135746607,0.5194570135746607,0.5194570135746607,0.5194570135746607
case,LC16,0.7527116351461617,0.7320311720698254,0.7420127585566132,400.8,0.5868287760600002,0.556950495049505,0.5709457258122818,100.2,0.5808292427560099,0.5408000000000001,0.5595395568644397,125.0
control,LC16,0.6606778128733245,0.6839151398264225,0.6717965591620011,305.6,0.4573025000661749,0.4870471633629528,0.4710296916192339,76.4,0.4513252473788769,0.4916666666666666,0.4700650608983295,96.0
macro avg,LC16,0.7066947240097431,0.7079731559481239,0.7069046588593071,706.4,0.5220656380630875,0.5219988292062289,0.520987708715758,176.6,0.5160772450674435,0.5162333333333333,0.5148023088813847,221.0
weighted avg,LC16,0.7128978823666428,0.7112132419231401,0.7116358063175768,706.4,0.5307991247903215,0.5266692347200822,0.5277034556572135,176.6,0.5245741135424137,0.5194570135746607,0.5206728074854959,221.0
accuracy,LC17,0.698186488013431,0.698186488013431,0.698186488013431,0.698186488013431,0.5504558294812532,0.5504558294812532,0.5504558294812532,0.5504558294812532,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5294117647058824
case,LC17,0.7508425685260365,0.7020860349127183,0.7252268448060121,400.8,0.6062225992420214,0.588930693069307,0.5971921918069905,100.2,0.5959321167933609,0.5232,0.5565544744078681,125.0
control,LC17,0.6395597601580828,0.6930226079502839,0.6647318962283644,305.6,0.4827761817545098,0.5001025290498975,0.4909614700654761,76.4,0.4639807007125466,0.5375,0.4974763216294161,96.0
macro avg,LC17,0.6952011643420597,0.697554321431501,0.6949793705171882,706.4,0.5444993904982656,0.5445166110596021,0.5440768309362333,176.6,0.5299564087529538,0.53035,0.5270153980186422,221.0
weighted avg,LC17,0.7026930378165666,0.698186488013431,0.6990629655445532,706.4,0.5528280180580757,0.5504558294812532,0.5512172075891658,176.6,0.5386138546044099,0.5294117647058824,0.5308915664136084,221.0
accuracy,LC18,0.7055451154180574,0.7055451154180574,0.7055451154180574,0.7055451154180574,0.5628659476117103,0.5628659476117103,0.5628659476117103,0.5628659476117103,0.4723981900452488,0.4723981900452488,0.4723981900452488,0.4723981900452488
case,LC18,0.7469454588155517,0.7275411471321696,0.7369968042723174,400.8,0.6136447770803155,0.622990099009901,0.6165434122686517,100.2,0.5372731810935389,0.4911999999999999,0.5130367528717587,125.0
control,LC18,0.6547839766375156,0.6767170256080574,0.6654129426313012,305.6,0.495259299545645,0.4843814080656186,0.4874530622186025,76.4,0.4026446516680668,0.4479166666666667,0.4239184068179792,96.0
macro avg,LC18,0.7008647177265337,0.7021290863701135,0.7012048734518094,706.4,0.5544520383129803,0.5536857535377598,0.5519982372436271,176.6,0.469958916380803,0.4695583333333333,0.4684775798448689,221.0
weighted avg,LC18,0.707078464760344,0.7055451154180574,0.7060259395584427,706.4,0.5624596216425884,0.5628659476117103,0.5606323377667337,176.6,0.4787920099403927,0.4723981900452488,0.47432471114704,221.0
accuracy,LC1,0.7687030945101795,0.7687030945101795,0.7687030945101795,0.7687030945101795,0.5164355418592707,0.5164355418592707,0.5164355418592707,0.5164355418592707,0.4995475113122172,0.4995475113122172,0.4995475113122172,0.4995475113122172
case,LC1,0.8062593314325769,0.7804463840399002,0.7927572670384286,400.8,0.5751476414670504,0.5727524752475247,0.5732983619490172,100.2,0.5557118343595457,0.5664,0.5602038775132681,125.0
control,LC1,0.7242346917622153,0.7532904746598093,0.7379938809824658,305.6,0.4394687663565882,0.4428571428571429,0.4403560529693769,76.4,0.4237054659859959,0.4125,0.4169478616169006,96.0
macro avg,LC1,0.7652470115973962,0.7668684293498547,0.7653755740104472,706.4,0.5073082039118193,0.5078048090523338,0.5068272074591971,176.6,0.4897086501727708,0.48945,0.4885758695650842,221.0
weighted avg,LC1,0.7707691601123748,0.7687030945101795,0.7690656186610424,706.4,0.5164337235589496,0.5164355418592707,0.5157156437408549,176.6,0.4983697014913973,0.4995475113122172,0.4979750199293256,221.0
accuracy,LC2,0.7061116876560177,0.7061116876560177,0.7061116876560177,0.7061116876560177,0.5130392912172572,0.5130392912172572,0.5130392912172572,0.5130392912172572,0.5122171945701357,0.5122171945701357,0.5122171945701357,0.5122171945701357
case,LC2,0.7473931914188584,0.7280274314214463,0.7374160545398394,400.8,0.5687162493863525,0.5888514851485148,0.5782653611762025,100.2,0.5710212913667129,0.5504,0.5601137217827772,125.0
control,LC2,0.6556727991836007,0.6773834779813565,0.6661324352296905,305.6,0.4334860738882236,0.4136021872863978,0.4227981865012563,76.4,0.4420064955804335,0.4625,0.4515528179319017,96.0
macro avg,LC2,0.7015329953012295,0.7027054547014014,0.701774244884765,706.4,0.501101161637288,0.5012268362174563,0.5005317738387294,176.6,0.5065138934735732,0.5064500000000001,0.5058332698573393,221.0
weighted avg,LC2,0.7077140008374744,0.7061116876560177,0.7065747367224355,706.4,0.5102253445927538,0.5130392912172572,0.5110150626702815,176.6,0.5149786651428088,0.5122171945701357,0.5129560440918991,221.0
accuracy,LC3,0.7239551069635495,0.7239551069635495,0.7239551069635495,0.7239551069635495,0.5074088341037493,0.5074088341037493,0.5074088341037493,0.5074088341037493,0.5221719457013575,0.5221719457013575,0.5221719457013575,0.5221719457013575
case,LC3,0.7735238787491816,0.7270324189526185,0.7491799409866249,400.8,0.5701435252378648,0.5327722772277228,0.5503055232740018,100.2,0.5817608561373268,0.5536,0.5669056019338492,125.0
control,LC3,0.6683049083757864,0.7199142826529519,0.6926975747784392,305.6,0.4366524729773992,0.4739234449760765,0.453915699431329,76.4,0.4527124979188048,0.48125,0.4660876914641036,96.0
macro avg,LC3,0.7209143935624839,0.7234733508027851,0.720938757882532,706.4,0.503397999107632,0.5033478611018996,0.5021106113526654,176.6,0.5172366770280659,0.517425,0.5164966466989764,221.0
weighted avg,LC3,0.7280029659189282,0.7239551069635495,0.7247450672567028,706.4,0.5123963127004221,0.5074088341037493,0.5086551018084202,176.6,0.5257036507573354,0.5221719457013575,0.5231113964809281,221.0
accuracy,LC4,0.7256544229898505,0.7256544229898505,0.7256544229898505,0.7256544229898505,0.5572290703646636,0.5572290703646636,0.5572290703646636,0.5572290703646636,0.5004524886877828,0.5004524886877828,0.5004524886877828,0.5004524886877828
case,LC4,0.7701687893393335,0.7365374064837905,0.7527700967888722,400.8,0.6175023773334496,0.5747524752475248,0.5942733019468938,100.2,0.5571470839356513,0.5711999999999999,0.5640539221068482,125.0
control,LC4,0.6734573800288264,0.7114154076931319,0.6916407901555365,305.6,0.4907081015808531,0.5341421736158578,0.5103906103748914,76.4,0.4220111873887617,0.4083333333333333,0.4150148348048358,96.0
macro avg,LC4,0.7218130846840799,0.7239764070884612,0.7222054434722043,706.4,0.5541052394571514,0.5544473244316912,0.5523319561608926,176.6,0.4895791356622065,0.4897666666666666,0.4895343784558419,221.0
weighted avg,LC4,0.7283359560921794,0.7256544229898505,0.7263202722203982,706.4,0.5626439114572944,0.5572290703646636,0.5580042694518716,176.6,0.4984455180148305,0.5004524886877828,0.499312961106879,221.0
accuracy,LC5,0.7134827363756207,0.7134827363756207,0.7134827363756207,0.7134827363756207,0.5367360041088854,0.5367360041088854,0.5367360041088854,0.5367360041088854,0.5095022624434389,0.5095022624434389,0.5095022624434389,0.5095022624434389
case,LC5,0.7545166482831756,0.7340286783042395,0.7440590118667714,400.8,0.594160413643525,0.5787722772277227,0.5860414468879716,100.2,0.5708290425877076,0.5424,0.5555486260015831,125.0
control,LC5,0.6631057265573224,0.6865123754419801,0.6745075603885624,305.6,0.4659996663170735,0.4815105946684894,0.4732185397755148,76.4,0.4377761111367572,0.4666666666666666,0.4509694530654636,96.0
macro avg,LC5,0.7088111874202491,0.7102705268731098,0.7092832861276668,706.4,0.5300800399802993,0.5301414359481061,0.5296299933317432,176.6,0.5043025768622325,0.5045333333333334,0.5032590395335234,221.0
weighted avg,LC5,0.7149665235567235,0.7134827363756207,0.7139729365055205,706.4,0.5387291261289089,0.5367360041088854,0.5372592952676793,176.6,0.5130322940841273,0.5095022624434389,0.5101205689795584,221.0
accuracy,LC6,0.7216860131986489,0.7216860131986489,0.7216860131986489,0.7216860131986489,0.5413456599897277,0.5413456599897277,0.5413456599897277,0.5413456599897277,0.5095022624434389,0.5095022624434389,0.5095022624434389,0.5095022624434389
case,LC6,0.7563289825388237,0.7519850374064838,0.7539662519492911,400.8,0.59569372760896,0.6009108910891089,0.5962654992532974,100.2,0.5721047001127215,0.528,0.5487077882719371,125.0
control,LC6,0.6774531222553783,0.6819414979106396,0.6794055619475423,305.6,0.469545918976659,0.4632604237867396,0.463661746362591,76.4,0.4411500869460933,0.4854166666666666,0.4617842924934253,96.0
macro avg,LC6,0.716891052397101,0.7169632676585617,0.7166859069484167,706.4,0.5326198232928095,0.5320856574379242,0.5299636228079442,176.6,0.5066273935294074,0.5067083333333333,0.5052460403826812,221.0
weighted avg,LC6,0.7222048439252937,0.7216860131986489,0.7217109637808051,706.4,0.5411302113276626,0.5413456599897277,0.5388964696790877,176.6,0.515219438284684,0.5095022624434389,0.5109491656713165,221.0
accuracy,LC7,0.7222521847490293,0.7222521847490293,0.7222521847490293,0.7222521847490293,0.5549627632254751,0.5549627632254751,0.5549627632254751,0.5549627632254751,0.4624434389140271,0.4624434389140271,0.4624434389140271,0.4624434389140271
case,LC7,0.7633079609409854,0.7405261845386534,0.7512927610908722,400.8,0.6101713544266736,0.5986930693069307,0.6034517978524695,100.2,0.5248923008759074,0.5072,0.5155850046050123,125.0
control,LC7,0.6733797447431549,0.6982963677274189,0.6850244321133907,305.6,0.4859857053737805,0.4974367737525632,0.4903978739673159,76.4,0.387120514249227,0.4041666666666667,0.3951249000699496,96.0
macro avg,LC7,0.7183438528420701,0.7194112761330361,0.7181585966021313,706.4,0.5480785299002271,0.548064921529747,0.5469248359098927,176.6,0.4560064075625673,0.4556833333333333,0.4553549523374808,221.0
weighted avg,LC7,0.7244058675437419,0.7222521847490293,0.7226228266106532,706.4,0.5564535845384468,0.5549627632254751,0.5545841119087613,176.6,0.4650457329294761,0.4624434389140271,0.4632584433590122,221.0
accuracy,LC8,0.7080954918640388,0.7080954918640388,0.7080954918640388,0.7080954918640388,0.5277734976887519,0.5277734976887519,0.5277734976887519,0.5277734976887519,0.5004524886877828,0.5004524886877828,0.5004524886877828,0.5004524886877828
case,LC8,0.7623937361975731,0.705581047381546,0.7328201003971533,400.8,0.589525073367909,0.5570099009900991,0.5711555863240829,100.2,0.5593366269594091,0.5488,0.5537211412137657,125.0
control,LC8,0.6481997665185363,0.7113789778206365,0.6782422939987118,305.6,0.4569060666036472,0.4896103896103896,0.4707085763570977,76.4,0.4270799737365922,0.4375,0.4318728456348683,96.0
macro avg,LC8,0.7052967513580547,0.7084800126010913,0.7055311971979326,706.4,0.5232155699857781,0.5233101453002443,0.5209320813405902,176.6,0.4932083003480006,0.49315,0.4927969934243169,221.0
weighted avg,LC8,0.7129894996237559,0.7080954918640388,0.7092108689846622,706.4,0.5321649518921288,0.5277734976887519,0.52766843077398,176.6,0.5018857730707647,0.5004524886877828,0.5007915648537017,221.0
accuracy,LC9,0.726216988352012,0.726216988352012,0.726216988352012,0.726216988352012,0.5617231638418079,0.5617231638418079,0.5617231638418079,0.5617231638418079,0.4941176470588235,0.4941176470588235,0.4941176470588235,0.4941176470588235
case,LC9,0.7720840570782765,0.7350274314214464,0.7527781428899397,400.8,0.620517094325449,0.5888514851485148,0.6036594681844814,100.2,0.5553851204187543,0.5232,0.5385751538229984,125.0
control,LC9,0.6732160470638686,0.7146383799421407,0.6929148688035657,305.6,0.4934560356129333,0.526179084073821,0.5085442754540908,76.4,0.4244818965555701,0.45625,0.4395427083083486,96.0
macro avg,LC9,0.7226500520710726,0.7248329056817936,0.7228465058467527,706.4,0.5569865649691912,0.5575152846111678,0.556101871819286,176.6,0.4899335084871622,0.4897249999999999,0.4890589310656735,221.0
weighted avg,LC9,0.7293068545603794,0.726216988352012,0.7268827144503883,706.4,0.5655636807100194,0.5617231638418079,0.5625109325621784,176.6,0.498522181546059,0.4941176470588235,0.4955565349569061,221.0
