,,train,train,train,train,test,test,test,test,validation,validation,validation,validation
,,precision,recall,f1-score,support,precision,recall,f1-score,support,precision,recall,f1-score,support
,LC,,,,,,,,,,,,
macro avg,LC16,0.6067434461573079,0.6048027899820789,0.5961254564909174,706.4,0.5108990490373556,0.5108707660239709,0.5011973249781213,176.6,0.5393242112052477,0.538275,0.5323566631912592,221.0
weighted avg,LC16,0.6164109326863052,0.6010734420265175,0.5990885173086117,706.4,0.5195119226988126,0.5084232152028763,0.5041867626385397,176.6,0.5478750211740384,0.5375565610859729,0.5362810604746676,221.0
accuracy,LC17,0.6078727095696215,0.6078727095696215,0.6078727095696215,0.6078727095696215,0.502831278890601,0.502831278890601,0.502831278890601,0.502831278890601,0.4832579185520361,0.4832579185520361,0.4832579185520361,0.4832579185520361
case,LC17,0.666450074797994,0.6197668329177057,0.641693474013071,400.8,0.5669047629655182,0.513009900990099,0.5380295550473215,100.2,0.5489348211628198,0.4864,0.5156762939204146,125.0
control,LC17,0.543194996790038,0.5922575806278796,0.5660474828952224,305.6,0.4357906911492183,0.4895420369104579,0.4605684987267963,76.4,0.4172010600915973,0.4791666666666667,0.4459517806649933,96.0
macro avg,LC17,0.604822535794016,0.6060122067727927,0.6038704784541468,706.4,0.5013477270573683,0.5012759689502785,0.4992990268870588,176.6,0.4830679406272086,0.4827833333333333,0.4808140372927039,221.0
weighted avg,LC17,0.613127157913122,0.6078727095696215,0.6089708176244194,706.4,0.5101957061037254,0.502831278890601,0.5045122139031879,176.6,0.4917111059463611,0.4832579185520361,0.4853887225515438,221.0
accuracy,LC1,0.6237327253567122,0.6237327253567122,0.6237327253567122,0.6237327253567122,0.5526964560862866,0.5526964560862866,0.5526964560862866,0.5526964560862866,0.4787330316742081,0.4787330316742081,0.4787330316742081,0.4787330316742081
case,LC1,0.6894397088808514,0.6157406483790524,0.6495250937047548,400.8,0.620548352530285,0.548930693069307,0.5793601889583337,100.2,0.5465487141795927,0.4704,0.5050140715561093,125.0
control,LC1,0.5574105542680547,0.6341647915997,0.5923687032194032,305.6,0.4864468715234015,0.5580314422419685,0.516948972167216,76.4,0.4141307115105362,0.4895833333333333,0.4482179874165993,96.0
macro avg,LC1,0.623425131574453,0.6249527199893763,0.620946898462079,706.4,0.5534976120268432,0.5534810676556378,0.5481545805627749,176.6,0.4803397128450644,0.4799916666666666,0.4766160294863543,221.0
weighted avg,LC1,0.6323163570077612,0.6237327253567122,0.6248063525559877,706.4,0.562555034283859,0.5526964560862866,0.5522848501213529,176.6,0.489027771843713,0.4787330316742081,0.4803424693959602,221.0
accuracy,LC2,0.6316495105601212,0.6316495105601212,0.6316495105601212,0.6316495105601212,0.5469889573703133,0.5469889573703133,0.5469889573703133,0.5469889573703133,0.4941176470588235,0.4941176470588235,0.4941176470588235,0.4941176470588235
case,LC2,0.6809785737151858,0.6621770573566085,0.6697431891974095,400.8,0.6055315682029085,0.5827722772277227,0.5912372236426497,100.2,0.5532250888564711,0.5359999999999999,0.5428741929651999,125.0
control,LC2,0.5752301549208145,0.5916704168006001,0.5805686058149736,305.6,0.4771716103445427,0.4997607655502392,0.4849831518442329,76.4,0.4239349146787582,0.4395833333333333,0.4293089236971396,96.0
macro avg,LC2,0.6281043643180001,0.6269237370786043,0.6251558975061916,706.4,0.5413515892737257,0.541266521388981,0.5381101877434414,176.6,0.4885800017676146,0.4877916666666665,0.4860915583311697,221.0
weighted avg,LC2,0.6352377421376187,0.6316495105601212,0.6311559484435856,706.4,0.5500076182875803,0.5469889573703133,0.5453380505269811,176.6,0.4970628412498629,0.4941176470588235,0.4935426732831464,221.0
accuracy,LC3,0.6220290017670322,0.6220290017670322,0.6220290017670322,0.6220290017670322,0.5413328197226502,0.5413328197226502,0.5413328197226502,0.5413328197226502,0.5339366515837104,0.5339366515837104,0.5339366515837104,0.5339366515837104
case,LC3,0.6779190443285892,0.6406907730673317,0.6555607762759447,400.8,0.6093744797080797,0.5470693069306931,0.5735752380867973,100.2,0.5918036961844378,0.5648,0.5748708323454774,125.0
control,LC3,0.564430200134559,0.597452051858995,0.5752394571021086,305.6,0.4719129250766344,0.5344155844155843,0.4980482139645225,76.4,0.4695328208324193,0.49375,0.4765256410056066,96.0
macro avg,LC3,0.621174622231574,0.6190714124631633,0.6154001166890266,706.4,0.5406437023923572,0.5407424456731388,0.53581172602566,176.6,0.5306682585084286,0.5292749999999999,0.525698236675542,221.0
weighted avg,LC3,0.6288102546699676,0.6220290017670322,0.6208295384997836,706.4,0.5499352945905973,0.5413328197226502,0.5407833619948745,176.6,0.5386905557600316,0.5339366515837104,0.5321507492295154,221.0
accuracy,LC4,0.623725913667854,0.623725913667854,0.623725913667854,0.623725913667854,0.5390472521828454,0.5390472521828454,0.5390472521828454,0.5390472521828454,0.5095022624434389,0.5095022624434389,0.5095022624434389,0.5095022624434389
case,LC4,0.6824868717702254,0.6382231920199501,0.6551415205153492,400.8,0.6065262770724065,0.5668118811881188,0.5789866093012911,100.2,0.5710689585541926,0.536,0.5477757719619828,125.0
control,LC4,0.5648881732577623,0.6046973106182364,0.5788248931199732,305.6,0.4637156450687804,0.5026657552973341,0.4746931992620818,76.4,0.4397083239854809,0.475,0.4512769723958816,96.0
macro avg,LC4,0.6236875225139938,0.6214602513190932,0.6169832068176613,706.4,0.5351209610705934,0.5347388182427265,0.5268399042816865,176.6,0.5053886412698367,0.5055,0.4995263721789322,221.0
weighted avg,LC4,0.6316096522457858,0.623725913667854,0.6221281798759751,706.4,0.5447517658239576,0.5390472521828454,0.5338629056059512,176.6,0.5140073254383721,0.5095022624434389,0.505857741381233,221.0
accuracy,LC5,0.6257077144379756,0.6257077144379756,0.6257077144379756,0.6257077144379756,0.5367681047765793,0.5367681047765793,0.5367681047765793,0.5367681047765793,0.5122171945701357,0.5122171945701357,0.5122171945701357,0.5122171945701357
case,LC5,0.7056518713976626,0.5863254364089776,0.6393568408577965,400.8,0.6102848594248856,0.5190693069306931,0.5590211043162187,100.2,0.581066763425254,0.4911999999999999,0.5313312360517329,125.0
control,LC5,0.5558601646589677,0.6774006214507662,0.6097347181192712,305.6,0.4688192070470157,0.560082023239918,0.5088425711956052,76.4,0.4496280191967991,0.5395833333333333,0.4897080972135171,96.0
macro avg,LC5,0.630756018028315,0.6318630289298719,0.6245457794885338,706.4,0.5395520332359507,0.5395756650853055,0.5339318377559119,176.6,0.5153473913110266,0.5153916666666667,0.510519666632625,221.0
weighted avg,LC5,0.6408548658071302,0.6257077144379756,0.6265352212778982,706.4,0.5491090366736728,0.5367681047765793,0.5373022598429074,176.6,0.5239712003214908,0.5122171945701357,0.5132505965563994,221.0
accuracy,LC6,0.6146671688617668,0.6146671688617668,0.6146671688617668,0.6146671688617668,0.5742424242424242,0.5742424242424242,0.5742424242424242,0.5742424242424242,0.490497737556561,0.490497737556561,0.490497737556561,0.490497737556561
case,LC6,0.6682419756856568,0.6431683291770574,0.6526919521962472,400.8,0.6316678688543014,0.608930693069307,0.6164089154908554,100.2,0.5518576807852759,0.5312,0.5394163033065208,125.0
control,LC6,0.5546106889215847,0.5772141862209365,0.5619506466522626,305.6,0.5098665655113994,0.5289473684210526,0.5137557103977375,76.4,0.416548556250895,0.4375,0.4245615473594007,96.0
macro avg,LC6,0.6114263323036208,0.610191257698997,0.607321299424255,706.4,0.5707672171828504,0.5689390307451798,0.5650823129442963,176.6,0.4842031185180854,0.4843499999999999,0.4819889253329608,221.0
weighted avg,LC6,0.6190758947740527,0.6146671688617668,0.6134478829830875,706.4,0.5789906200251157,0.5742424242424242,0.5719659017639092,176.6,0.4930808665078977,0.490497737556561,0.4895246446145591,221.0
accuracy,LC7,0.603910310092118,0.603910310092118,0.603910310092118,0.603910310092118,0.5413456599897277,0.5413456599897277,0.5413456599897277,0.5413456599897277,0.5049773755656108,0.5049773755656108,0.5049773755656108,0.5049773755656108
case,LC7,0.6803991253476407,0.5733266832917706,0.620580187724613,400.8,0.6186804242886665,0.5012277227722772,0.5506079188317574,100.2,0.5734656322838414,0.5024,0.5336097509220352,125.0
control,LC7,0.5356326559772007,0.6438979963570127,0.5834410046118302,305.6,0.4780095310669613,0.5943609022556391,0.5270746144143,76.4,0.4369595143328771,0.5083333333333334,0.4682064338296419,96.0
macro avg,LC7,0.6080158906624207,0.6086123398243917,0.6020105961682216,706.4,0.548344977677814,0.5477943125139582,0.5388412666230289,176.6,0.5052125733083592,0.5053666666666666,0.5009080923758386,221.0
weighted avg,LC7,0.6177592960441958,0.603910310092118,0.6045342352924948,706.4,0.5578327798697688,0.5413456599897277,0.540344377494093,176.6,0.514168857065323,0.5049773755656108,0.5051992602393667,221.0
accuracy,LC8,0.6155106162174291,0.6155106162174291,0.6155106162174291,0.6155106162174291,0.5548985618900873,0.5548985618900873,0.5548985618900873,0.5548985618900873,0.4796380090497737,0.4796380090497737,0.4796380090497737,0.4796380090497737
case,LC8,0.7012428667853292,0.5673216957605984,0.6250109584551178,400.8,0.6271204960687161,0.5330495049504951,0.5737922313344379,100.2,0.5488448632815845,0.4304,0.4810629567283372,125.0
control,LC8,0.5450484888456444,0.6785985213757634,0.6032184183227438,305.6,0.490611213165122,0.5840396445659604,0.5311143582397821,76.4,0.4240031451176961,0.54375,0.4756859849883105,96.0
macro avg,LC8,0.6231456778154868,0.622960108568181,0.6141146883889308,706.4,0.5588658546169192,0.5585445747582277,0.55245329478711,176.6,0.4864240041996404,0.487075,0.4783744708583238,221.0
weighted avg,LC8,0.6336575523076317,0.6155106162174292,0.6156019469874152,706.4,0.5681159044117454,0.5548985618900873,0.5552486811798587,176.6,0.494614976658357,0.4796380090497737,0.4787272585969229,221.0
accuracy,LC9,0.6183478849706096,0.6183478849706096,0.6183478849706096,0.6183478849706096,0.5844440164355419,0.5844440164355419,0.5844440164355419,0.5844440164355419,0.4850678733031673,0.4850678733031673,0.4850678733031673,0.4850678733031673
case,LC9,0.6862383387625076,0.603285536159601,0.6416268853454178,400.8,0.6546996287217545,0.565069306930693,0.6047363239029161,100.2,0.5541064377595941,0.4624,0.5018297244221316,125.0
control,LC9,0.5514218906126832,0.6380627879567127,0.5911817770255131,305.6,0.5193864472241327,0.6101161995898838,0.5594583435243482,76.4,0.4230173058653945,0.5145833333333333,0.4627495729208396,96.0
macro avg,LC9,0.6188301146875954,0.6206741620581568,0.6164043311854654,706.4,0.5870430379729437,0.5875927532602885,0.5820973337136321,176.6,0.4885618718124943,0.4884916666666666,0.4822896486714856,221.0
weighted avg,LC9,0.6279108376681944,0.6183478849706096,0.61981017605898,706.4,0.5961808615422164,0.5844440164355419,0.5851011452410152,176.6,0.4971627424571364,0.4850678733031673,0.4848537310098056,221.0
