,,train,train,train,train,test,test,test,test,validation,validation,validation,validation
,,precision,recall,f1-score,support,precision,recall,f1-score,support,precision,recall,f1-score,support
,LC,,,,,,,,,,,,
weighted avg,LC33,0.700735761032612,0.6981836832003718,0.6988713109266762,706.4,0.5648122672278373,0.5594247560349255,0.5600572807925959,176.6,0.4957708902305292,0.4950226244343891,0.4944379307326413,221.0
accuracy,LC34,0.6911083419147257,0.6911083419147257,0.6911083419147257,0.6911083419147257,0.5356124807395994,0.5356124807395994,0.5356124807395994,0.5356124807395994,0.4805429864253393,0.4805429864253393,0.4805429864253393,0.4805429864253393
case,LC34,0.7459397159273481,0.6921009975062344,0.7176336018446662,400.8,0.5954367112732474,0.5667326732673267,0.5805473935371287,100.2,0.5405840012475044,0.5424,0.5414407024837714,125.0
control,LC34,0.6309225339705872,0.6897439194256938,0.6586002005684614,305.6,0.4653974077027958,0.4946684894053315,0.4793759243293573,76.4,0.4017777500102834,0.4,0.4008236766081821,96.0
macro avg,LC34,0.6884311249489676,0.6909224584659641,0.6881169012065638,706.4,0.5304170594880215,0.5307005813363291,0.529961658933243,176.6,0.4711808756288939,0.4711999999999999,0.4711321895459767,221.0
weighted avg,LC34,0.6961724343310903,0.6911083419147257,0.692103690586664,706.4,0.5391777311833502,0.5356124807395994,0.5368058803074617,176.6,0.480288073108259,0.4805429864253393,0.4803581935061398,221.0
accuracy,LC35,0.693090543372427,0.693090543372427,0.693090543372427,0.693090543372427,0.5175269645608629,0.5175269645608629,0.5175269645608629,0.5175269645608629,0.5167420814479637,0.5167420814479637,0.5167420814479637,0.5167420814479637
case,LC35,0.7423832710413407,0.7040972568578554,0.7223627633944704,400.8,0.5758349713940276,0.5626732673267327,0.5680086719238118,100.2,0.5722256208505934,0.5744,0.5728593726514861,125.0
control,LC35,0.6365189228394774,0.6786392371156114,0.6564120052538486,305.6,0.4457837123379417,0.4578947368421052,0.4503778007750202,76.4,0.444152373904861,0.4416666666666667,0.4423266038694499,96.0
macro avg,LC35,0.6894510969404092,0.6913682469867334,0.6893873843241595,706.4,0.5108093418659847,0.5102840020844189,0.509193236349416,176.6,0.5081889973777273,0.5080333333333333,0.5075929882604681,221.0
weighted avg,LC35,0.6965837572518091,0.693090543372427,0.6938343994115206,706.4,0.5195618783086371,0.5175269645608629,0.5172056955697755,176.6,0.5165919932180582,0.5167420814479637,0.5161573554429998,221.0
accuracy,LC36,0.684879252797801,0.684879252797801,0.684879252797801,0.684879252797801,0.5073125321006676,0.5073125321006676,0.5073125321006676,0.5073125321006676,0.530316742081448,0.530316742081448,0.530316742081448,0.530316742081448
case,LC36,0.7242383715326488,0.7185473815461346,0.7211294995809128,400.8,0.5656825732407128,0.5707128712871288,0.5669667273811547,100.2,0.580091355837762,0.6176,0.5978707163296884,125.0
control,LC36,0.6348689261171393,0.6406793099753563,0.6373832671393647,305.6,0.4291962100917324,0.424196855775803,0.4250900004885934,76.4,0.4548645472174883,0.4166666666666667,0.4342896932627189,96.0
macro avg,LC36,0.679553648824894,0.6796133457607455,0.6792563833601387,706.4,0.4974393916662227,0.4974548635314659,0.4960283639348741,176.6,0.5174779515276251,0.5171333333333333,0.5160802047962035,221.0
weighted avg,LC36,0.6855697617907534,0.684879252797801,0.684905984699553,706.4,0.5066375647814264,0.5073125321006676,0.5055816311173076,176.6,0.5256941901022585,0.530316742081448,0.5268128963548961,221.0
accuracy,LC37,0.6834620208277404,0.6834620208277404,0.6834620208277404,0.6834620208277404,0.5718733949666153,0.5718733949666153,0.5718733949666153,0.5718733949666153,0.4904977375565611,0.4904977375565611,0.4904977375565611,0.4904977375565611
case,LC37,0.7305910587995847,0.7010773067331671,0.7151094112945247,400.8,0.6214878583005794,0.6288316831683168,0.6246561265313567,100.2,0.5465415159990261,0.5776,0.5613458714998261,125.0
control,LC37,0.6281892272024714,0.6603107253830494,0.6433012691305382,305.6,0.5059078747954008,0.4973342447026657,0.5008681842700871,76.4,0.4076022545192215,0.3770833333333333,0.3912593964615181,96.0
macro avg,LC37,0.6793901430010281,0.6806940160581083,0.6792053402125314,706.4,0.5636978665479901,0.5630829639354913,0.5627621554007219,176.6,0.4770718852591238,0.4773416666666666,0.4763026339806721,221.0
weighted avg,LC37,0.6862835617421672,0.6834620208277404,0.6840510782487526,706.4,0.5715243717958527,0.5718733949666153,0.5710871117928522,176.6,0.4861878096548576,0.4904977375565611,0.4874621538361267,221.0
accuracy,LC38,0.7137552039299437,0.7137552039299437,0.7137552039299437,0.7137552039299437,0.5730611196712891,0.5730611196712891,0.5730611196712891,0.5730611196712891,0.5095022624434389,0.5095022624434389,0.5095022624434389,0.5095022624434389
case,LC38,0.7660202647409019,0.7135586034912718,0.7386431011853467,400.8,0.6288084014250342,0.6007128712871287,0.6139429907491417,100.2,0.5673629890624861,0.5584,0.5626164088866583,125.0
control,LC38,0.6557608691338677,0.7139933569056038,0.6833875840758565,305.6,0.5078055246730449,0.5368079289131921,0.521346945878086,76.4,0.4369706152455901,0.4458333333333333,0.4410594220201844,96.0
macro avg,LC38,0.7108905669373847,0.7137759801984378,0.7110153426306016,706.4,0.5683069630490396,0.5687604001001604,0.5676449683136139,176.6,0.5021668021540381,0.5021166666666665,0.5018379154534214,221.0
weighted avg,LC38,0.7183175462178323,0.7137552039299437,0.7147415217952047,706.4,0.5764537477634841,0.5730611196712891,0.573878219452323,176.6,0.5107219579022054,0.5095022624434389,0.5098133738677375,221.0
accuracy,LC39,0.6933786377423659,0.6933786377423659,0.6933786377423659,0.6933786377423659,0.5321391884951208,0.5321391884951208,0.5321391884951208,0.5321391884951208,0.4805429864253393,0.4805429864253393,0.4805429864253393,0.4805429864253393
case,LC39,0.7463393308237197,0.6961109725685786,0.7201988879024073,400.8,0.5925387295576426,0.5627722772277227,0.575988266817755,100.2,0.5405552043495739,0.5408,0.5403915174577848,125.0
control,LC39,0.6342345146264105,0.6897803492981891,0.6606783514980756,305.6,0.4616047197928731,0.4919685577580314,0.4750528191324241,76.4,0.4022261002113009,0.4020833333333333,0.4018161170007865,96.0
macro avg,LC39,0.6902869227250651,0.6929456609333838,0.6904386197002415,706.4,0.5270717246752579,0.527370417492877,0.5255205429750894,176.6,0.4713906522804374,0.4714416666666666,0.4711038172292857,221.0
weighted avg,LC39,0.6978389339839594,0.6933786377423659,0.6944514838386338,706.4,0.535912088373614,0.5321391884951208,0.5323295696869974,176.6,0.4804665437284236,0.4805429864253393,0.4801958683904915,221.0
accuracy,LC3,0.7157402102007044,0.7157402102007044,0.7157402102007044,0.7157402102007044,0.5356959424756035,0.5356959424756035,0.5356959424756035,0.5356959424756035,0.5004524886877828,0.5004524886877828,0.5004524886877828,0.5004524886877828
case,LC3,0.7642345188908306,0.7220685785536161,0.7422202966851954,400.8,0.5928391340156046,0.5746534653465346,0.5824964481090115,100.2,0.5655749697074192,0.496,0.5280220402124292,125.0
control,LC3,0.6606111875955927,0.7074724097289189,0.6828431846250115,305.6,0.4669601716113344,0.4843814080656186,0.4741155928331723,76.4,0.4365699910520842,0.50625,0.4684276222106112,96.0
macro avg,LC3,0.7124228532432116,0.7147704941412674,0.7125317406551035,706.4,0.5298996528134695,0.5295174367060766,0.5283060204710919,176.6,0.5010724803797517,0.5011249999999999,0.4982248312115201,221.0
weighted avg,LC3,0.7194116094048674,0.7157402102007044,0.7165290658798126,706.4,0.5383707648812968,0.5356959424756035,0.5356519406184108,176.6,0.5095366079385859,0.5004524886877828,0.5021348722116394,221.0
accuracy,LC40,0.6724222766266914,0.6724222766266914,0.6724222766266914,0.6724222766266914,0.5538456599897278,0.5538456599897278,0.5538456599897278,0.5538456599897278,0.5312217194570136,0.5312217194570136,0.5312217194570136,0.5312217194570136
case,LC40,0.7276865156912534,0.6756583541147132,0.7005743990690838,400.8,0.6208601666651202,0.548950495049505,0.5824082583437347,100.2,0.590900728059819,0.5584,0.5737485518148495,125.0
control,LC40,0.6111894414875676,0.6682010071788278,0.6382711613793058,305.6,0.4864796687021265,0.560082023239918,0.5204330854617388,76.4,0.4628258524787874,0.4958333333333333,0.4782670944448616,96.0
macro avg,LC40,0.6694379785894105,0.6719296806467705,0.6694227802241948,706.4,0.5536699176836233,0.5545162591447115,0.5514206719027368,176.6,0.5268632902693031,0.5271166666666667,0.5260078231298556,221.0
weighted avg,LC40,0.6772920057166452,0.6724222766266914,0.6736181207296658,706.4,0.5627277352648581,0.5538456599897278,0.55563778108523,176.6,0.5352663929657963,0.5312217194570136,0.5322724436360313,221.0
accuracy,LC41,0.6950751489556077,0.6950751489556077,0.6950751489556077,0.6950751489556077,0.5424242424242424,0.5424242424242424,0.5424242424242424,0.5424242424242424,0.4760180995475113,0.4760180995475113,0.4760180995475113,0.4760180995475113
case,LC41,0.7405295738391618,0.712571072319202,0.7259653277921724,400.8,0.6056813658258365,0.5587722772277228,0.580455394381763,100.2,0.5378710703881877,0.52,0.5283289781265802,125.0
control,LC41,0.6412638218339838,0.6720882888674595,0.6559112737142803,305.6,0.4729683151038806,0.5210868079289132,0.4950089590932496,76.4,0.4012911812369901,0.41875,0.4093190152726772,96.0
macro avg,LC41,0.6908966978365728,0.6923296805933308,0.6909383007532264,706.4,0.5393248404648585,0.5399295425783179,0.5377321767375063,176.6,0.4695811258125889,0.469375,0.4688239966996287,221.0
weighted avg,LC41,0.6975800365303518,0.6950751489556077,0.6956647495280489,706.4,0.5482715293346838,0.5424242424242424,0.5434696029497228,176.6,0.4785422497614231,0.4760180995475113,0.4766323426787309,221.0
accuracy,LC42,0.6862976868306013,0.6862976868306013,0.6862976868306013,0.6862976868306013,0.5254750898818695,0.5254750898818695,0.5254750898818695,0.5254750898818695,0.5212669683257919,0.5212669683257919,0.5212669683257919,0.5212669683257919
case,LC42,0.7403098273129237,0.6891309226932668,0.7136601050940226,400.8,0.5893702199205767,0.5488514851485149,0.5667499420018876,100.2,0.5784125345579891,0.5616,0.569496708541575,125.0
control,LC42,0.6261502986137841,0.6826100932176149,0.6529916847154509,305.6,0.4537322321355923,0.4945317840054682,0.4716147575351268,76.4,0.4521271522595052,0.46875,0.459835639904682,96.0
macro avg,LC42,0.6832300629633539,0.6858705079554408,0.6833258949047366,706.4,0.5215512260280845,0.5216916345769915,0.5191823497685072,176.6,0.5152698434087472,0.5151749999999999,0.5146661742231285,221.0
weighted avg,LC42,0.6909270826251145,0.6862976868306013,0.6874101827141196,706.4,0.5306996293714266,0.5254750898818695,0.5256587596333324,176.6,0.5235555359124938,0.5212669683257919,0.5218611312151419,221.0
accuracy,LC43,0.678087197631135,0.678087197631135,0.678087197631135,0.678087197631135,0.5141756548536209,0.5141756548536209,0.5141756548536209,0.5141756548536209,0.4570135746606334,0.4570135746606334,0.4570135746606334,0.4570135746606334
case,LC43,0.7311195056511917,0.6846147132169575,0.7069535516729742,400.8,0.579441468189718,0.5288910891089109,0.5512839371338518,100.2,0.5236682914524093,0.4559999999999999,0.4864956674265425,125.0
control,LC43,0.6182860141572728,0.6695231972570449,0.6427122571638298,305.6,0.4442998508335643,0.4950786056049214,0.4667088435759267,76.4,0.3915054128316601,0.4583333333333333,0.4214858170872563,96.0
macro avg,LC43,0.6747027599042322,0.6770689552370013,0.674832904418402,706.4,0.5118706595116411,0.5119848473569162,0.5089963903548893,176.6,0.4575868521420347,0.4571666666666666,0.4539907422568994,221.0
weighted avg,LC43,0.6823052470394313,0.678087197631135,0.6791620487001346,706.4,0.5209887131229354,0.5141756548536209,0.5146574737492121,176.6,0.4662581722325364,0.4570135746606334,0.4582560944284815,221.0
accuracy,LC44,0.687430831306522,0.687430831306522,0.687430831306522,0.687430831306522,0.5231445814072933,0.5231445814072933,0.5231445814072933,0.5231445814072933,0.5031674208144796,0.5031674208144796,0.5031674208144796,0.5031674208144796
case,LC44,0.7292494705203363,0.7155735660847881,0.7221576051438853,400.8,0.5845809873521012,0.5586930693069307,0.5679740846495938,100.2,0.5632364508771703,0.5392,0.550115093533145,125.0
control,LC44,0.6352389023069309,0.6505646630236794,0.6425439713939052,305.6,0.4515862951040006,0.4762816131237183,0.4598471984070656,76.4,0.4329633394730596,0.45625,0.4433090907881466,96.0
macro avg,LC44,0.6822441864136336,0.6830691145542337,0.6823507882688953,706.4,0.518083641228051,0.5174873412153246,0.5139106415283298,176.6,0.498099895175115,0.497725,0.4967120921606458,221.0
weighted avg,LC44,0.6885847721878277,0.687430831306522,0.687708980047012,706.4,0.527034280882905,0.5231445814072933,0.5212430740203527,176.6,0.5066472260138463,0.5031674208144796,0.5037197258249104,221.0
accuracy,LC45,0.6684626819622472,0.6684626819622472,0.6684626819622472,0.6684626819622472,0.5017077555213149,0.5017077555213149,0.5017077555213149,0.5017077555213149,0.4959276018099547,0.4959276018099547,0.4959276018099547,0.4959276018099547
case,LC45,0.7212125628315247,0.678640897755611,0.6989740889334319,400.8,0.5681139587106976,0.5190495049504951,0.5405429766160806,100.2,0.5571027394008451,0.5312,0.5438377480115706,125.0
control,LC45,0.608624048990706,0.6551226829529626,0.6306645940634095,305.6,0.4294580305983814,0.4791182501708818,0.4508938392386307,76.4,0.4242840960281064,0.45,0.4367579578660363,96.0
macro avg,LC45,0.6649183059111154,0.6668817903542867,0.6648193414984207,706.4,0.4987859946545395,0.4990838775606884,0.4957184079273556,176.6,0.4906934177144758,0.4906,0.4902978529388034,221.0
weighted avg,LC45,0.672506171486626,0.6684626819622472,0.6694210076787451,706.4,0.5081424591688194,0.5017077555213149,0.501732838767898,176.6,0.4994077630941351,0.4959276018099547,0.4973234500298,221.0
accuracy,LC46,0.6639236930572864,0.6639236930572864,0.6639236930572864,0.6639236930572864,0.5367295839753468,0.5367295839753468,0.5367295839753468,0.5367295839753468,0.530316742081448,0.530316742081448,0.530316742081448,0.530316742081448
case,LC46,0.7096342860114703,0.6911246882793017,0.6998292108122193,400.8,0.6009779048717301,0.5507524752475248,0.5714744141661743,100.2,0.5834791701944987,0.5968,0.5895902894973926,125.0
control,LC46,0.6083924768823837,0.6283017250616093,0.6176198245165686,305.6,0.4690186168930967,0.5182501708817498,0.48915070673884,76.4,0.4569642464838302,0.44375,0.4495906545461519,96.0
macro avg,LC46,0.659013381446927,0.6597132066704555,0.658724517664394,706.4,0.5349982608824134,0.5345013230646373,0.5303125604525072,176.6,0.5202217083391645,0.520275,0.5195904720217722,221.0
weighted avg,LC46,0.6658423419163775,0.6639236930572864,0.664256220579723,706.4,0.5438969389520972,0.5367295839753468,0.5358818261651781,176.6,0.5285224612523078,0.530316742081448,0.5287759684326002,221.0
accuracy,LC47,0.6817667116772381,0.6817667116772381,0.6817667116772381,0.6817667116772381,0.5357280431432974,0.5357280431432974,0.5357280431432974,0.5357280431432974,0.4832579185520361,0.4832579185520361,0.4832579185520361,0.4832579185520361
case,LC47,0.7306476164750965,0.6961009975062344,0.7126476034235296,400.8,0.5913138900196534,0.583009900990099,0.5859239970932941,100.2,0.5439441809147393,0.5344,0.5388737039570454,125.0
control,LC47,0.625015478435796,0.6629465338047787,0.6430261543161923,305.6,0.4666385923106896,0.4739576213260423,0.4687513225925124,76.4,0.4072813708298424,0.4166666666666667,0.4116149645443241,96.0
macro avg,LC47,0.6778315474554463,0.6795237656555065,0.6778368788698609,706.4,0.5289762411651715,0.5284837611580707,0.5273376598429033,176.6,0.4756127758722909,0.4755333333333333,0.4752443342506847,221.0
weighted avg,LC47,0.6849472972968804,0.6817667116772381,0.6825315590973271,706.4,0.5373898844134217,0.5357280431432974,0.5351873026075296,176.6,0.4845793403348746,0.4832579185520361,0.4835938895515193,221.0
accuracy,LC48,0.6916769175905854,0.6916769175905854,0.6916769175905854,0.6916769175905854,0.5119350282485875,0.5119350282485875,0.5119350282485875,0.5119350282485875,0.5438914027149322,0.5438914027149322,0.5438914027149322,0.5438914027149322
case,LC48,0.7471169386989572,0.6906059850374066,0.7175904914572983,400.8,0.5695906211217431,0.569029702970297,0.5678105619657698,100.2,0.6015094378894388,0.5791999999999999,0.5899674209251193,125.0
control,LC48,0.6308583247745811,0.6930526090217508,0.6603145084955706,305.6,0.4370438010620524,0.4371496924128502,0.4350040553646702,76.4,0.4746195286195286,0.4979166666666667,0.485787237972112,96.0
macro avg,LC48,0.6889876317367692,0.6918292970295786,0.6889524999764344,706.4,0.5033172110918978,0.5030896976915736,0.5014073086652201,176.6,0.5380644832544836,0.5385583333333334,0.5378773294486157,221.0
weighted avg,LC48,0.6968173511283611,0.6916769175905854,0.6928160352375933,706.4,0.5122554788271506,0.5119350282485875,0.5103393840605337,176.6,0.5463898392925547,0.5438914027149322,0.5447126808188356,221.0
accuracy,LC49,0.6871415348738436,0.6871415348738436,0.6871415348738436,0.6871415348738436,0.5266628145865434,0.5266628145865434,0.5266628145865434,0.5266628145865434,0.5185520361990951,0.5185520361990951,0.5185520361990951,0.5185520361990951
case,LC49,0.7436058359584627,0.685135910224439,0.7129581258523905,400.8,0.5860202509229493,0.558910891089109,0.571629700494922,100.2,0.5777783324290787,0.5519999999999999,0.5637862105617539,125.0
control,LC49,0.6257521603588913,0.6897910639665702,0.6559763262306412,305.6,0.4570867894018621,0.4843130553656869,0.4697625965106541,76.4,0.4493622574226021,0.475,0.4608576837967032,96.0
macro avg,LC49,0.684678998158677,0.6874634870955045,0.6844672260415157,706.4,0.5215535201624057,0.5216119732273979,0.5206961485027881,176.6,0.5135702949258405,0.5135,0.5123219471792286,221.0
weighted avg,LC49,0.6926238871796244,0.6871415348738436,0.6883045212908462,706.4,0.5302502067641237,0.5266628145865434,0.5275767184287679,176.6,0.5219957840099758,0.5185520361990951,0.5190751763108722,221.0
accuracy,LC4,0.7143285878567622,0.7143285878567622,0.7143285878567622,0.7143285878567622,0.548183102208526,0.548183102208526,0.548183102208526,0.548183102208526,0.4968325791855204,0.4968325791855204,0.4968325791855204,0.4968325791855204
case,LC4,0.7673062622548004,0.7130798004987531,0.738941835495817,400.8,0.6069225111096718,0.5706732673267327,0.5863743016729186,100.2,0.5562036853909177,0.5456,0.5507531086349315,125.0
control,LC4,0.6558953305810356,0.7159541412193293,0.684300369050902,305.6,0.482374706553811,0.518215994531784,0.4976013915364866,76.4,0.4228619087626378,0.4333333333333333,0.4279159610144868,96.0
macro avg,LC4,0.7116007964179178,0.7145169708590412,0.7116211022733595,706.4,0.5446486088317414,0.5444446309292583,0.5419878466047027,176.6,0.4895327970767778,0.4894666666666666,0.4893345348247092,221.0
weighted avg,LC4,0.7191070650212051,0.7143285878567622,0.7153051772335495,706.4,0.5530307138708255,0.548183102208526,0.5480667331864879,176.6,0.4982814656790857,0.4968325791855204,0.4973939856866841,221.0
accuracy,LC5,0.7182933914597449,0.7182933914597449,0.7182933914597449,0.7182933914597449,0.5208782742681047,0.5208782742681047,0.5208782742681047,0.5208782742681047,0.5176470588235293,0.5176470588235293,0.5176470588235293,0.5176470588235293
case,LC5,0.7499552656677257,0.7559812967581048,0.7527646478058502,400.8,0.5842735609380093,0.548950495049505,0.565046211948834,100.2,0.5768716205107287,0.5568,0.5663256524300138,125.0
control,LC5,0.6765894876713399,0.6688353155469838,0.6723824589909126,305.6,0.4483248527406721,0.4843814080656186,0.4644790480655459,76.4,0.446202917675358,0.4666666666666667,0.4558253101440591,96.0
macro avg,LC5,0.7132723766695328,0.7124083061525444,0.7125735533983815,706.4,0.5162992068393406,0.5166659515575617,0.5147626300071899,176.6,0.5115372690930433,0.5117333333333333,0.5110754812870365,221.0
weighted avg,LC5,0.718209980116381,0.7182933914597449,0.7179934491001523,706.4,0.5254738614577753,0.5208782742681047,0.5214769477520075,176.6,0.5201105550256808,0.5176470588235293,0.5183255037447122,221.0
accuracy,LC6,0.7279118968149344,0.7279118968149344,0.7279118968149344,0.7279118968149344,0.5436119671289162,0.5436119671289162,0.5436119671289162,0.5436119671289162,0.5058823529411764,0.5058823529411764,0.5058823529411764,0.5058823529411764
case,LC6,0.7647650818274437,0.7524887780548629,0.7583056647271513,400.8,0.5928444476830236,0.6188118811881188,0.6044475920947904,100.2,0.571318370931481,0.5072,0.5370056889190153,125.0
control,LC6,0.6821967363607964,0.6956305582342226,0.68842152781625,305.6,0.4737956120812061,0.4450444292549555,0.4572922577331485,76.4,0.4398700394333628,0.5041666666666667,0.4695294589145019,96.0
macro avg,LC6,0.72348090909412,0.7240596681445427,0.7233635962717007,706.4,0.5333200298821149,0.5319281552215372,0.5308699249139694,176.6,0.5055942051824218,0.5056833333333334,0.5032675739167585,221.0
weighted avg,LC6,0.7290375468035883,0.7279118968149344,0.7280795456358671,706.4,0.5413554495501451,0.5436119671289162,0.5407794284705207,176.6,0.5142186432218911,0.5058823529411764,0.5076947473785932,221.0
accuracy,LC7,0.7239583124641886,0.7239583124641886,0.7239583124641886,0.7239583124641886,0.5515215716486903,0.5515215716486903,0.5515215716486903,0.5515215716486903,0.4624434389140271,0.4624434389140271,0.4624434389140271,0.4624434389140271
case,LC7,0.753323265843788,0.7634700748129676,0.758228200995429,400.8,0.6083253945367348,0.5867722772277227,0.5956176533621463,100.2,0.525233957782121,0.512,0.5177985889004796,125.0
control,LC7,0.6848485675579333,0.6721097182042216,0.6781824439294422,305.6,0.4842144242725144,0.5052973342447027,0.4925075699091135,76.4,0.3845489163328469,0.3979166666666667,0.3902776008092599,96.0
macro avg,LC7,0.7190859167008605,0.7177898965085946,0.7182053224624356,706.4,0.5462699094046245,0.5460348057362128,0.5440626116356299,176.6,0.454891437057484,0.4549583333333333,0.4540380948548697,221.0
weighted avg,LC7,0.7236944878598749,0.7239583124641886,0.7236025262283408,706.4,0.5546497070860599,0.5515215716486903,0.5510168519058106,176.6,0.4641219035779114,0.4624434389140271,0.4624048565169633,221.0
accuracy,LC8,0.7143253823561231,0.7143253823561231,0.7143253823561231,0.7143253823561231,0.5209938366718028,0.5209938366718028,0.5209938366718028,0.5209938366718028,0.4959276018099547,0.4959276018099547,0.4959276018099547,0.4959276018099547
case,LC8,0.7663565538312805,0.7145748129675811,0.739471862065051,400.8,0.583518094604482,0.548970297029703,0.5648752306188377,100.2,0.553686796446496,0.5648,0.5586244671275191,125.0
control,LC8,0.6560749650883371,0.71399549983928,0.6837061774133216,305.6,0.4495593452915934,0.4845864661654134,0.4655329837435321,76.4,0.4165687037970155,0.40625,0.4105476698040548,96.0
macro avg,LC8,0.7112157594598087,0.7142851564034306,0.7115890197391863,706.4,0.5165387199480377,0.5167783815975582,0.5152041071811849,176.6,0.4851277501217558,0.485525,0.484586068465787,221.0
weighted avg,LC8,0.7186473647550237,0.7143253823561231,0.7153475262796757,706.4,0.525573168778789,0.5209938366718028,0.5218408438484252,176.6,0.4941241860648213,0.4959276018099547,0.4943015144440233,221.0
accuracy,LC9,0.7151740386503239,0.7151740386503239,0.7151740386503239,0.7151740386503239,0.5412942989214177,0.5412942989214177,0.5412942989214177,0.5412942989214177,0.4814479638009049,0.4814479638009049,0.4814479638009049,0.4814479638009049
case,LC9,0.7552671193213165,0.7370386533665835,0.7457357163371238,400.8,0.6005711015627649,0.566950495049505,0.5828092669823104,100.2,0.5428997353680823,0.5216000000000001,0.5316459335814588,125.0
control,LC9,0.6664301670543915,0.6865380906460945,0.6759007613577518,305.6,0.4738150602277328,0.5077238550922761,0.489676765238394,76.4,0.408233711049961,0.4291666666666667,0.4180161879762533,96.0
macro avg,LC9,0.710848643187854,0.711788372006339,0.7108182388474378,706.4,0.5371930808952489,0.5373371750708905,0.5362430161103522,176.6,0.4755667232090216,0.4753833333333334,0.474831060778856,221.0
weighted avg,LC9,0.716842296526033,0.7151740386503239,0.7155191146318307,706.4,0.5457603491262218,0.5412942989214177,0.5425148351293172,176.6,0.4844022768407536,0.4814479638009049,0.4822864060787452,221.0
