,LC,precision,recall,f1-score,support
macro avg,LC16,0.7093676579414407,0.7105441117018875,0.7088849549905449,706.4
weighted avg,LC16,0.7158414936844937,0.7129105545115418,0.7133256869244968,706.4
accuracy,LC17,0.7095079155831406,0.7095079155831406,0.7095079155831406,0.7095079155831406
case,LC17,0.7501566028565144,0.7315399002493767,0.7405968807691407,400.8
control,LC17,0.6596333540555357,0.6806214507660988,0.6697838705658545,305.6
macro avg,LC17,0.7048949784560251,0.7060806755077377,0.7051903756674976,706.4
weighted avg,LC17,0.7109981322283253,0.7095079155831406,0.7099618132617979,706.4
accuracy,LC18,0.7100804981347993,0.7100804981347993,0.7100804981347993,0.7100804981347993
case,LC18,0.7497033506219088,0.7340261845386534,0.7417224949832968,400.8
control,LC18,0.6607811788821798,0.6786778099217828,0.6695277752313047,305.6
macro avg,LC18,0.7052422647520443,0.7063519972302181,0.7056251351073007,706.4
weighted avg,LC18,0.7112341655626971,0.7100804981347993,0.7104893504639355,706.4
accuracy,LC19,0.6970573504133093,0.6970573504133093,0.6970573504133093,0.6970573504133093
case,LC19,0.7367047685956376,0.7255448877805486,0.7310166217200533,400.8
control,LC19,0.647007092727715,0.659714989821065,0.6532059463628205,305.6
macro avg,LC19,0.6918559306616763,0.6926299388008068,0.6921112840414368,706.4
weighted avg,LC19,0.6979024791082283,0.6970573504133093,0.6973514472022664,706.4
accuracy,LC1,0.761046756233697,0.761046756233697,0.761046756233697,0.761046756233697
case,LC1,0.7890929856666459,0.7899064837905236,0.789305195153801,400.8
control,LC1,0.7251487215127942,0.7231843994428372,0.723835509867213,305.6
macro avg,LC1,0.75712085358972,0.7565454416166805,0.7565703525105071,706.4
weighted avg,LC1,0.7614235957140553,0.761046756233697,0.7609816474774722,706.4
accuracy,LC20,0.6993204338645115,0.6993204338645115,0.6993204338645115,0.6993204338645115
case,LC20,0.7486643692388916,0.7090748129675811,0.7278536289366448,400.8
control,LC20,0.6431394741687037,0.6865380906460945,0.6635450659418867,305.6
macro avg,LC20,0.6959019217037976,0.6978064518068378,0.6956993474392658,706.4
weighted avg,LC20,0.703015415275288,0.6993204338645115,0.700031822977113,706.4
accuracy,LC21,0.7055507250441758,0.7055507250441758,0.7055507250441758,0.7055507250441758
case,LC21,0.7729328070441315,0.6831197007481297,0.7244065365317521,400.8
control,LC21,0.6395477021989555,0.7349362477231329,0.6830773743473837,305.6
macro avg,LC21,0.7062402546215435,0.7090279742356314,0.703741955439568,706.4
weighted avg,LC21,0.7152227495736672,0.7055507250441758,0.706531239101692,706.4
accuracy,LC22,0.693371425365928,0.693371425365928,0.693371425365928,0.693371425365928
case,LC22,0.736685053253867,0.7150810473815461,0.7256583037814652,400.8
control,LC22,0.6405132074480802,0.6649201757205614,0.6524008422953212,305.6
macro avg,LC22,0.6885991303509736,0.6900006115510539,0.6890295730383933,706.4
weighted avg,LC22,0.6950848265873504,0.693371425365928,0.6939640030638597,706.4
accuracy,LC23,0.7061148931566568,0.7061148931566568,0.7061148931566568,0.7061148931566568
case,LC23,0.7487139095818933,0.7260374064837906,0.7369877752023741,400.8
control,LC23,0.6545875573026172,0.6799764277295617,0.6667582666376812,305.6
macro avg,LC23,0.7016507334422553,0.7030069171066762,0.7018730209200277,706.4
weighted avg,LC23,0.7079907835822967,0.7061148931566568,0.7066061583042023,706.4
accuracy,LC24,0.6987490533755925,0.6987490533755925,0.6987490533755925,0.6987490533755925
case,LC24,0.7472520065975276,0.7095810473815461,0.727611179137891,400.8
control,LC24,0.6428821073607006,0.6845580199292832,0.6626473400334725,305.6
macro avg,LC24,0.6950670569791141,0.6970695336554147,0.6951292595856817,706.4
weighted avg,LC24,0.7021037118339175,0.6987490533755925,0.6995053978990461,706.4
accuracy,LC25,0.6874272251183029,0.6874272251183029,0.6874272251183029,0.6874272251183029
case,LC25,0.72501919977793,0.7240311720698255,0.7242876214318654,400.8
control,LC25,0.6388918045237777,0.6393785492339012,0.6388060560617485,305.6
macro avg,LC25,0.6819555021508539,0.6817048606518633,0.6815468387468069,706.4
weighted avg,LC25,0.6877531086211938,0.6874272251183029,0.687312955050304,706.4
accuracy,LC26,0.7103657876916789,0.7103657876916789,0.7103657876916789,0.7103657876916789
case,LC26,0.7510192837186012,0.732998753117207,0.7410024111231713,400.8
control,LC26,0.6627147303753008,0.6806257366334512,0.6703903637738098,305.6
macro avg,LC26,0.706867007046951,0.7068122448753291,0.7056963874484905,706.4
weighted avg,LC26,0.7128066499159302,0.7103657876916789,0.7104612500375262,706.4
accuracy,LC27,0.7041362978871744,0.7041362978871744,0.7041362978871744,0.7041362978871744
case,LC27,0.754641297586004,0.7090922693266833,0.7310226769902365,400.8
control,LC27,0.6468593664626219,0.6976406300225009,0.6711259218876258,305.6
macro avg,LC27,0.7007503320243129,0.703366449674592,0.7010742994389311,706.4
weighted avg,LC27,0.7080145399054565,0.7041362978871744,0.7051102115966172,706.4
accuracy,LC28,0.7021661170568696,0.7021661170568696,0.7021661170568696,0.7021661170568696
case,LC28,0.7621079202244789,0.6901259351620948,0.7239246588414365,400.8
control,LC28,0.6397854799826549,0.7179556412729026,0.6762354304079363,305.6
macro avg,LC28,0.7009467001035669,0.7040407882174986,0.7000800446246864,706.4
weighted avg,LC28,0.7091879557939761,0.7021661170568696,0.7032931887695157,706.4
accuracy,LC29,0.6919529913331276,0.6919529913331276,0.6919529913331276,0.6919529913331276
case,LC29,0.7317094977811072,0.7220461346633417,0.7265035995849292,400.8
control,LC29,0.6424019781631803,0.6524933033322619,0.6469404559049304,305.6
macro avg,LC29,0.6870557379721437,0.6872697189978018,0.6867220277449299,706.4
weighted avg,LC29,0.6930753421364698,0.6919529913331276,0.6920824803949397,706.4
accuracy,LC2,0.7126260663298221,0.7126260663298221,0.7126260663298221,0.7126260663298221
case,LC2,0.7603267170964045,0.7215586034912718,0.7402593230513936,400.8
control,LC2,0.6573521146586423,0.7009214614807672,0.6782222930595245,305.6
macro avg,LC2,0.7088394158775234,0.7112400324860195,0.7092408080554591,706.4
weighted avg,LC2,0.7157806506627906,0.7126260663298221,0.7134200618187831,706.4
accuracy,LC30,0.6871403328111039,0.6871403328111039,0.6871403328111039,0.6871403328111039
case,LC30,0.7423788107618414,0.6871097256857855,0.7134875982045704,400.8
control,LC30,0.6265026479317648,0.6871788278152791,0.6552221236001676,305.6
macro avg,LC30,0.6844407293468031,0.6871442767505324,0.6843548609023691,706.4
weighted avg,LC30,0.692248997568502,0.6871403328111039,0.6882814117927599,706.4
accuracy,LC31,0.6911099446650452,0.6911099446650452,0.6911099446650452,0.6911099446650452
case,LC31,0.7372151208903766,0.7081097256857856,0.7217325002264363,400.8
control,LC31,0.6378373639752279,0.6688760312868316,0.6521275553087702,305.6
macro avg,LC31,0.6875262424328021,0.6884928784863086,0.6869300277676034,706.4
weighted avg,LC31,0.6942349726892714,0.6911099446650452,0.6916131750452217,706.4
accuracy,LC32,0.6854450236606016,0.6854450236606016,0.6854450236606016,0.6854450236606016
case,LC32,0.7430552942772852,0.682145885286783,0.7110479202823645,400.8
control,LC32,0.6233103666411541,0.6898103503696561,0.6546111124598113,305.6
macro avg,LC32,0.6831828304592197,0.6859781178282195,0.6828295163710879,706.4
weighted avg,LC32,0.6912585578283303,0.6854450236606016,0.6866276531570115,706.4
accuracy,LC33,0.6981836832003718,0.6981836832003718,0.6981836832003718,0.6981836832003718
case,LC33,0.7443465954069808,0.7135586034912718,0.7284354456176898,400.8
control,LC33,0.6435529452249888,0.6779749276759884,0.6600822822729299,305.6
macro avg,LC33,0.6939497703159848,0.6957667655836302,0.6942588639453098,706.4
weighted avg,LC33,0.700735761032612,0.6981836832003718,0.6988713109266762,706.4
accuracy,LC34,0.6911083419147257,0.6911083419147257,0.6911083419147257,0.6911083419147257
case,LC34,0.7459397159273481,0.6921009975062344,0.7176336018446662,400.8
control,LC34,0.6309225339705872,0.6897439194256938,0.6586002005684614,305.6
macro avg,LC34,0.6884311249489676,0.6909224584659641,0.6881169012065638,706.4
weighted avg,LC34,0.6961724343310903,0.6911083419147257,0.692103690586664,706.4
accuracy,LC35,0.693090543372427,0.693090543372427,0.693090543372427,0.693090543372427
case,LC35,0.7423832710413407,0.7040972568578554,0.7223627633944704,400.8
control,LC35,0.6365189228394774,0.6786392371156114,0.6564120052538486,305.6
macro avg,LC35,0.6894510969404092,0.6913682469867334,0.6893873843241595,706.4
weighted avg,LC35,0.6965837572518091,0.693090543372427,0.6938343994115206,706.4
accuracy,LC36,0.684879252797801,0.684879252797801,0.684879252797801,0.684879252797801
case,LC36,0.7242383715326488,0.7185473815461346,0.7211294995809128,400.8
control,LC36,0.6348689261171393,0.6406793099753563,0.6373832671393647,305.6
macro avg,LC36,0.679553648824894,0.6796133457607455,0.6792563833601387,706.4
weighted avg,LC36,0.6855697617907534,0.684879252797801,0.684905984699553,706.4
accuracy,LC37,0.6834620208277404,0.6834620208277404,0.6834620208277404,0.6834620208277404
case,LC37,0.7305910587995847,0.7010773067331671,0.7151094112945247,400.8
control,LC37,0.6281892272024714,0.6603107253830494,0.6433012691305382,305.6
macro avg,LC37,0.6793901430010281,0.6806940160581083,0.6792053402125314,706.4
weighted avg,LC37,0.6862835617421672,0.6834620208277404,0.6840510782487526,706.4
accuracy,LC38,0.7137552039299437,0.7137552039299437,0.7137552039299437,0.7137552039299437
case,LC38,0.7660202647409019,0.7135586034912718,0.7386431011853467,400.8
control,LC38,0.6557608691338677,0.7139933569056038,0.6833875840758565,305.6
macro avg,LC38,0.7108905669373847,0.7137759801984378,0.7110153426306016,706.4
weighted avg,LC38,0.7183175462178323,0.7137552039299437,0.7147415217952047,706.4
accuracy,LC39,0.6933786377423659,0.6933786377423659,0.6933786377423659,0.6933786377423659
case,LC39,0.7463393308237197,0.6961109725685786,0.7201988879024073,400.8
control,LC39,0.6342345146264105,0.6897803492981891,0.6606783514980756,305.6
macro avg,LC39,0.6902869227250651,0.6929456609333838,0.6904386197002415,706.4
weighted avg,LC39,0.6978389339839594,0.6933786377423659,0.6944514838386338,706.4
accuracy,LC3,0.7157402102007044,0.7157402102007044,0.7157402102007044,0.7157402102007044
case,LC3,0.7642345188908306,0.7220685785536161,0.7422202966851954,400.8
control,LC3,0.6606111875955927,0.7074724097289189,0.6828431846250115,305.6
macro avg,LC3,0.7124228532432116,0.7147704941412674,0.7125317406551035,706.4
weighted avg,LC3,0.7194116094048674,0.7157402102007044,0.7165290658798126,706.4
accuracy,LC40,0.6724222766266914,0.6724222766266914,0.6724222766266914,0.6724222766266914
case,LC40,0.7276865156912534,0.6756583541147132,0.7005743990690838,400.8
control,LC40,0.6111894414875676,0.6682010071788278,0.6382711613793058,305.6
macro avg,LC40,0.6694379785894105,0.6719296806467705,0.6694227802241948,706.4
weighted avg,LC40,0.6772920057166452,0.6724222766266914,0.6736181207296658,706.4
accuracy,LC41,0.6950751489556077,0.6950751489556077,0.6950751489556077,0.6950751489556077
case,LC41,0.7405295738391618,0.712571072319202,0.7259653277921724,400.8
control,LC41,0.6412638218339838,0.6720882888674595,0.6559112737142803,305.6
macro avg,LC41,0.6908966978365728,0.6923296805933308,0.6909383007532264,706.4
weighted avg,LC41,0.6975800365303518,0.6950751489556077,0.6956647495280489,706.4
accuracy,LC42,0.6862976868306013,0.6862976868306013,0.6862976868306013,0.6862976868306013
case,LC42,0.7403098273129237,0.6891309226932668,0.7136601050940226,400.8
control,LC42,0.6261502986137841,0.6826100932176149,0.6529916847154509,305.6
macro avg,LC42,0.6832300629633539,0.6858705079554408,0.6833258949047366,706.4
weighted avg,LC42,0.6909270826251145,0.6862976868306013,0.6874101827141196,706.4
accuracy,LC43,0.678087197631135,0.678087197631135,0.678087197631135,0.678087197631135
case,LC43,0.7311195056511917,0.6846147132169575,0.7069535516729742,400.8
control,LC43,0.6182860141572728,0.6695231972570449,0.6427122571638298,305.6
macro avg,LC43,0.6747027599042322,0.6770689552370013,0.674832904418402,706.4
weighted avg,LC43,0.6823052470394313,0.678087197631135,0.6791620487001346,706.4
accuracy,LC44,0.687430831306522,0.687430831306522,0.687430831306522,0.687430831306522
case,LC44,0.7292494705203363,0.7155735660847881,0.7221576051438853,400.8
control,LC44,0.6352389023069309,0.6505646630236794,0.6425439713939052,305.6
macro avg,LC44,0.6822441864136336,0.6830691145542337,0.6823507882688953,706.4
weighted avg,LC44,0.6885847721878277,0.687430831306522,0.687708980047012,706.4
accuracy,LC45,0.6684626819622472,0.6684626819622472,0.6684626819622472,0.6684626819622472
case,LC45,0.7212125628315247,0.678640897755611,0.6989740889334319,400.8
control,LC45,0.608624048990706,0.6551226829529626,0.6306645940634095,305.6
macro avg,LC45,0.6649183059111154,0.6668817903542867,0.6648193414984207,706.4
weighted avg,LC45,0.672506171486626,0.6684626819622472,0.6694210076787451,706.4
accuracy,LC46,0.6639236930572864,0.6639236930572864,0.6639236930572864,0.6639236930572864
case,LC46,0.7096342860114703,0.6911246882793017,0.6998292108122193,400.8
control,LC46,0.6083924768823837,0.6283017250616093,0.6176198245165686,305.6
macro avg,LC46,0.659013381446927,0.6597132066704555,0.658724517664394,706.4
weighted avg,LC46,0.6658423419163775,0.6639236930572864,0.664256220579723,706.4
accuracy,LC47,0.6817667116772381,0.6817667116772381,0.6817667116772381,0.6817667116772381
case,LC47,0.7306476164750965,0.6961009975062344,0.7126476034235296,400.8
control,LC47,0.625015478435796,0.6629465338047787,0.6430261543161923,305.6
macro avg,LC47,0.6778315474554463,0.6795237656555065,0.6778368788698609,706.4
weighted avg,LC47,0.6849472972968804,0.6817667116772381,0.6825315590973271,706.4
accuracy,LC48,0.6916769175905854,0.6916769175905854,0.6916769175905854,0.6916769175905854
case,LC48,0.7471169386989572,0.6906059850374066,0.7175904914572983,400.8
control,LC48,0.6308583247745811,0.6930526090217508,0.6603145084955706,305.6
macro avg,LC48,0.6889876317367692,0.6918292970295786,0.6889524999764344,706.4
weighted avg,LC48,0.6968173511283611,0.6916769175905854,0.6928160352375933,706.4
accuracy,LC49,0.6871415348738436,0.6871415348738436,0.6871415348738436,0.6871415348738436
case,LC49,0.7436058359584627,0.685135910224439,0.7129581258523905,400.8
control,LC49,0.6257521603588913,0.6897910639665702,0.6559763262306412,305.6
macro avg,LC49,0.684678998158677,0.6874634870955045,0.6844672260415157,706.4
weighted avg,LC49,0.6926238871796244,0.6871415348738436,0.6883045212908462,706.4
accuracy,LC4,0.7143285878567622,0.7143285878567622,0.7143285878567622,0.7143285878567622
case,LC4,0.7673062622548004,0.7130798004987531,0.738941835495817,400.8
control,LC4,0.6558953305810356,0.7159541412193293,0.684300369050902,305.6
macro avg,LC4,0.7116007964179178,0.7145169708590412,0.7116211022733595,706.4
weighted avg,LC4,0.7191070650212051,0.7143285878567622,0.7153051772335495,706.4
accuracy,LC5,0.7182933914597449,0.7182933914597449,0.7182933914597449,0.7182933914597449
case,LC5,0.7499552656677257,0.7559812967581048,0.7527646478058502,400.8
control,LC5,0.6765894876713399,0.6688353155469838,0.6723824589909126,305.6
macro avg,LC5,0.7132723766695328,0.7124083061525444,0.7125735533983815,706.4
weighted avg,LC5,0.718209980116381,0.7182933914597449,0.7179934491001523,706.4
accuracy,LC6,0.7279118968149344,0.7279118968149344,0.7279118968149344,0.7279118968149344
case,LC6,0.7647650818274437,0.7524887780548629,0.7583056647271513,400.8
control,LC6,0.6821967363607964,0.6956305582342226,0.68842152781625,305.6
macro avg,LC6,0.72348090909412,0.7240596681445427,0.7233635962717007,706.4
weighted avg,LC6,0.7290375468035883,0.7279118968149344,0.7280795456358671,706.4
accuracy,LC7,0.7239583124641886,0.7239583124641886,0.7239583124641886,0.7239583124641886
case,LC7,0.753323265843788,0.7634700748129676,0.758228200995429,400.8
control,LC7,0.6848485675579333,0.6721097182042216,0.6781824439294422,305.6
macro avg,LC7,0.7190859167008605,0.7177898965085946,0.7182053224624356,706.4
weighted avg,LC7,0.7236944878598749,0.7239583124641886,0.7236025262283408,706.4
accuracy,LC8,0.7143253823561231,0.7143253823561231,0.7143253823561231,0.7143253823561231
case,LC8,0.7663565538312805,0.7145748129675811,0.739471862065051,400.8
control,LC8,0.6560749650883371,0.71399549983928,0.6837061774133216,305.6
macro avg,LC8,0.7112157594598087,0.7142851564034306,0.7115890197391863,706.4
weighted avg,LC8,0.7186473647550237,0.7143253823561231,0.7153475262796757,706.4
accuracy,LC9,0.7151740386503239,0.7151740386503239,0.7151740386503239,0.7151740386503239
case,LC9,0.7552671193213165,0.7370386533665835,0.7457357163371238,400.8
control,LC9,0.6664301670543915,0.6865380906460945,0.6759007613577518,305.6
macro avg,LC9,0.710848643187854,0.711788372006339,0.7108182388474378,706.4
weighted avg,LC9,0.716842296526033,0.7151740386503239,0.7155191146318307,706.4
