,LC,precision,recall,f1-score,support
accuracy,LC0,0.7805750668146539,0.7805750668146539,0.7805750668146539,0.7805750668146539
case,LC0,0.8178799366765483,0.7889189526184539,0.8030534965715231,400.8
control,LC0,0.7358314195976681,0.7696217722061502,0.7522293862489506,305.6
macro avg,LC0,0.7768556781371082,0.7792703624123021,0.777641441410237,706.4
weighted avg,LC0,0.7823829496332385,0.7805750668146539,0.781067602664679,706.4
accuracy,LC10,0.6894114300139039,0.6894114300139039,0.6894114300139039,0.6894114300139039
case,LC10,0.730806231577778,0.7160461346633417,0.723188095660236,400.8
control,LC10,0.638197203561097,0.6544455159112825,0.6459917763969166,305.6
macro avg,LC10,0.6845017175694375,0.685245825287312,0.6845899360285763,706.4
weighted avg,LC10,0.6907348339440091,0.6894114300139039,0.6897954248561324,706.4
accuracy,LC11,0.6953528254484695,0.6953528254484695,0.6953528254484695,0.6953528254484695
case,LC11,0.7368919584106838,0.7215623441396508,0.7288552376686044,400.8
control,LC11,0.6440626670300879,0.6609557484195865,0.6519779526496978,305.6
macro avg,LC11,0.6904773127203858,0.6912590462796186,0.690416595159151,706.4
weighted avg,LC11,0.69673133391211,0.6953528254484695,0.6956012600009334,706.4
accuracy,LC12,0.729613216279135,0.729613216279135,0.729613216279135,0.729613216279135
case,LC12,0.7731747138351502,0.7425174563591023,0.7568611232984399,400.8
control,LC12,0.6792830846343934,0.7126604521590056,0.6947300696393482,305.6
macro avg,LC12,0.7262288992347719,0.727588954259054,0.7257955964688941,706.4
weighted avg,LC12,0.7325523397449906,0.729613216279135,0.7299867229596909,706.4
accuracy,LC13,0.7018680054974336,0.7018680054974336,0.7018680054974336,0.7018680054974336
case,LC13,0.7425068908822208,0.7280374064837905,0.7349649545268175,400.8
control,LC13,0.6513459189151696,0.6675431265402336,0.6590170947044475,305.6
macro avg,LC13,0.6969264048986952,0.697790266512012,0.6969910246156326,706.4
weighted avg,LC13,0.7030678456202704,0.7018680054974336,0.7021087011766234,706.4
accuracy,LC14,0.723956709713869,0.723956709713869,0.723956709713869,0.723956709713869
case,LC14,0.7567940046770634,0.7579825436408978,0.7566194022278891,400.8
control,LC14,0.6834957770415752,0.6792864030858246,0.6801846479265694,305.6
macro avg,LC14,0.7201448908593193,0.7186344733633611,0.7184020250772292,706.4
weighted avg,LC14,0.7250743420752108,0.723956709713869,0.7235575243183856,706.4
accuracy,LC15,0.7078222229345557,0.7078222229345557,0.7078222229345557,0.7078222229345557
case,LC15,0.7519122391154607,0.7245598503740649,0.7376182724868711,400.8
control,LC15,0.6556551253690859,0.685856637737062,0.6699469478298117,305.6
macro avg,LC15,0.7037836822422733,0.7052082440555634,0.7037826101583413,706.4
weighted avg,LC15,0.710267383074694,0.7078222229345557,0.7083443268918778,706.4
accuracy,LC16,0.7129105545115418,0.7129105545115418,0.7129105545115418,0.7129105545115418
case,LC16,0.7574243795143125,0.7280399002493765,0.7418142747543726,400.8
control,LC16,0.6613109363685689,0.6930483231543983,0.6759556352267175,305.6
