,,train,train,train,train,test,test,test,test,validation,validation,validation,validation
,,precision,recall,f1-score,support,precision,recall,f1-score,support,precision,recall,f1-score,support
,LC,,,,,,,,,,,,
macro avg,LC16,0.6982487537018656,0.70118820782609,0.6967136032225879,706.4,0.6450011322915351,0.6439386991330711,0.6370559181537871,176.6,0.493799170141912,0.4939999999999999,0.4897689861797152,221.0
weighted avg,LC16,0.7068947735140895,0.6987542623141311,0.6998531548609591,706.4,0.653951437854586,0.6398433487416538,0.6395281338641763,176.6,0.5024251711143602,0.4932126696832579,0.4936855282928282,221.0
accuracy,LC17,0.6483617888296316,0.6483617888296316,0.6483617888296316,0.6483617888296316,0.600231124807396,0.600231124807396,0.600231124807396,0.600231124807396,0.4859728506787329,0.4859728506787329,0.4859728506787329,0.4859728506787329
case,LC17,0.7404407701327889,0.5888291770573566,0.6539249624850382,400.8,0.6891600201506641,0.5430297029702971,0.602716426276259,100.2,0.5535779162152401,0.4463999999999999,0.4899527121116053,125.0
control,LC17,0.5752251752050631,0.7264438015643415,0.6406802872077433,305.6,0.5334931629345638,0.675187969924812,0.5918664358828293,76.4,0.4290042886406522,0.5375,0.4741928990340923,96.0
macro avg,LC17,0.657832972668926,0.6576364893108491,0.6473026248463907,706.4,0.6113265915426139,0.6091088364475545,0.5972914310795441,176.6,0.4912911024279461,0.4919499999999999,0.4820728055728487,221.0
weighted avg,LC17,0.6689666995264251,0.6483617888296316,0.6481948804438548,706.4,0.6218177133788787,0.600231124807396,0.598036857011285,176.6,0.4994644852326136,0.4859728506787329,0.483106820458025,221.0
accuracy,LC18,0.6755384239354733,0.6755384239354733,0.6755384239354733,0.6755384239354733,0.5662044170518746,0.5662044170518746,0.5662044170518746,0.5662044170518746,0.5031674208144796,0.5031674208144796,0.5031674208144796,0.5031674208144796
case,LC18,0.762202668109303,0.6277356608478802,0.6859962114677003,400.8,0.6493985507246377,0.517009900990099,0.5736798497018277,100.2,0.578361246844965,0.4496,0.5041032801211041,125.0
control,LC18,0.6034627734708803,0.7381699346405229,0.6619909985223176,305.6,0.499342284655816,0.6308612440191388,0.555979572663319,76.4,0.4444690675945306,0.5729166666666666,0.4994712780759291,96.0
macro avg,LC18,0.6828327207900916,0.6829527977442016,0.6739936049950089,706.4,0.5743704176902268,0.5739355725046188,0.5648297111825734,176.6,0.5114151572197478,0.5112583333333334,0.5017872790985166,221.0
weighted avg,LC18,0.6935195839909506,0.6755384239354733,0.6756199089014859,706.4,0.5844986745124807,0.5662044170518746,0.5660021009478643,176.6,0.5201999382112922,0.5031674208144796,0.5020911887349648,221.0
accuracy,LC19,0.6647747534769665,0.6647747534769665,0.6647747534769665,0.6647747534769665,0.5901322547508988,0.5901322547508988,0.5901322547508988,0.5901322547508988,0.4868778280542987,0.4868778280542987,0.4868778280542987,0.4868778280542987
case,LC19,0.7268930795540076,0.6571845386533666,0.6882596463704542,400.8,0.6582671729992452,0.5908118811881188,0.6204257752941019,100.2,0.5501929240164534,0.5376000000000001,0.5423214208278399,125.0
control,LC19,0.6036290374140751,0.6747348119575699,0.6350151995960365,305.6,0.5213998343428723,0.5892686261107314,0.5513868072164276,76.4,0.4060999446800664,0.4208333333333334,0.4116400256674476,96.0
macro avg,LC19,0.6652610584840414,0.6659596753054682,0.6616374229832453,706.4,0.5898335036710588,0.5900402536494251,0.5859062912552647,176.6,0.4781464343482599,0.4792166666666667,0.4769807232476437,221.0
weighted avg,LC19,0.6735688075642075,0.6647747534769665,0.6652249076391283,706.4,0.5990668737942989,0.5901322547508988,0.5905573856359604,176.6,0.4876004986033623,0.4868778280542987,0.4855548419346377,221.0
accuracy,LC1,0.6919630085226248,0.6919630085226248,0.6919630085226248,0.6919630085226248,0.6115883410374936,0.6115883410374936,0.6115883410374936,0.6115883410374936,0.4914027149321266,0.4914027149321266,0.4914027149321266,0.4914027149321266
case,LC1,0.7581409085095759,0.6742069825436409,0.7115571272714936,400.8,0.6758279589909961,0.6085940594059406,0.6381696735879439,100.2,0.5575544697664514,0.4768,0.5130299037276951,125.0
control,LC1,0.6296852581092651,0.7153369763205829,0.6672377859754905,305.6,0.5470112122146029,0.615105946684894,0.5764931209359544,76.4,0.4299174344081369,0.5104166666666667,0.4658436860270123,96.0
macro avg,LC1,0.6939130833094206,0.6947719794321119,0.689397456623492,706.4,0.6114195856027995,0.6118500030454174,0.6073313972619492,176.6,0.4937359520872942,0.4936083333333333,0.4894367948773537,221.0
weighted avg,LC1,0.7025848119895782,0.6919630085226248,0.6923730298402451,706.4,0.6200847090761468,0.6115883410374936,0.611569157122829,176.6,0.502110327710351,0.4914027149321266,0.492532723188032,221.0
accuracy,LC20,0.6693077320682291,0.6693077320682291,0.6693077320682291,0.6693077320682291,0.6104969183359014,0.6104969183359014,0.6104969183359014,0.6104969183359014,0.5212669683257919,0.5212669683257919,0.5212669683257919,0.5212669683257919
case,LC20,0.7243357385229853,0.6746620947630924,0.697837596828381,400.8,0.6735406895364522,0.6129306930693069,0.6375195588609233,100.2,0.5813279946010894,0.56,0.5686453818526679,125.0
control,LC20,0.6093880712356544,0.6623186542376513,0.6338339242614547,305.6,0.5522503871205925,0.6075187969924812,0.5728910375246363,76.4,0.449030628883459,0.4708333333333333,0.4573852786508426,96.0
macro avg,LC20,0.6668619048793198,0.6684903745003717,0.6658357605449179,706.4,0.6128955383285224,0.6102247450308941,0.6052052981927798,176.6,0.5151793117422743,0.5154166666666666,0.5130153302517553,221.0
weighted avg,LC20,0.6746131467934078,0.6693077320682291,0.6701442636532515,706.4,0.6210877703234088,0.6104969183359014,0.6095244236343983,176.6,0.5238594556468247,0.5212669683257919,0.5203152012763094,221.0
accuracy,LC21,0.6814822234955182,0.6814822234955182,0.6814822234955182,0.6814822234955182,0.5945236260914226,0.5945236260914226,0.5945236260914226,0.5945236260914226,0.4552036199095022,0.4552036199095022,0.4552036199095022,0.4552036199095022
case,LC21,0.7322823794068282,0.695571072319202,0.7116779914761971,400.8,0.6539385581772714,0.6127920792079208,0.6311744891290375,100.2,0.5183307907881917,0.448,0.4780150365408054,125.0
control,LC21,0.6261216565636963,0.6629336762027215,0.6419136599012375,305.6,0.5286542149391363,0.5707108680792892,0.5470756382034709,76.4,0.3932291955443444,0.4645833333333333,0.423855598904509,96.0
macro avg,LC21,0.6792020179852623,0.6792523742609617,0.6767958256887173,706.4,0.5912963865582038,0.5917514736436049,0.5891250636662543,176.6,0.455779993166268,0.4562916666666666,0.4509353177226572,221.0
weighted avg,LC21,0.6863449583603239,0.6814822234955182,0.6815068297577811,706.4,0.5997621738816589,0.5945236260914226,0.5947720533029577,176.6,0.4639880163836244,0.4552036199095022,0.454488764988387,221.0
accuracy,LC22,0.6823376914785773,0.6823376914785773,0.6823376914785773,0.6823376914785773,0.6127503852080123,0.6127503852080123,0.6127503852080123,0.6127503852080123,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5294117647058824
case,LC22,0.7313506697508506,0.6975910224438903,0.7131892936998152,400.8,0.667274089904521,0.6328910891089109,0.6491921113099544,100.2,0.5876006676428378,0.5631999999999999,0.5747277754514617,125.0
control,LC22,0.6267024689261347,0.6622629379620701,0.6427852290394585,305.6,0.5502227002427448,0.5863636363636363,0.5671724691049025,76.4,0.4607145450789233,0.4854166666666666,0.4722591740038523,96.0
macro avg,LC22,0.6790265693384926,0.6799269802029801,0.6779872613696367,706.4,0.608748395073633,0.6096273627362736,0.6081822902074284,176.6,0.5241576063608806,0.5243083333333333,0.523493474727657,221.0
weighted avg,LC22,0.6860679276546084,0.6823376914785773,0.6827413027510343,706.4,0.6166555113816657,0.6127503852080123,0.6137130600792864,176.6,0.5324827139499156,0.5294117647058824,0.5302165277638122,221.0
accuracy,LC23,0.5716265110930356,0.5716265110930356,0.5716265110930356,0.5716265110930356,0.5695878274268105,0.5695878274268105,0.5695878274268105,0.5695878274268105,0.448868778280543,0.448868778280543,0.448868778280543,0.448868778280543
case,LC23,0.6303033941239793,0.5933104738154613,0.6111941512093463,400.8,0.6290903098083949,0.5907920792079209,0.6091912657261653,100.2,0.5149999999999999,0.4384,0.4735424692716932,125.0
control,LC23,0.5043183674011378,0.5431672559734275,0.522961662157929,305.6,0.5014909196039844,0.5416267942583731,0.5206233064357109,76.4,0.3874090477696931,0.4625,0.4215738610216291,96.0
macro avg,LC23,0.5673108807625585,0.5682388648944444,0.5670779066836376,706.4,0.5652906147061897,0.5662094367331469,0.5649072860809381,176.6,0.4512045238848465,0.4504499999999999,0.4475581651466611,221.0
weighted avg,LC23,0.5758003100495659,0.5716265110930356,0.5730277627493683,706.4,0.5738934188764142,0.5695878274268105,0.5709101915885862,176.6,0.4595758759542557,0.448868778280543,0.4509678702128418,221.0
accuracy,LC24,0.6721413946331906,0.6721413946331906,0.6721413946331906,0.6721413946331906,0.579821520287622,0.579821520287622,0.579821520287622,0.579821520287622,0.4760180995475113,0.4760180995475113,0.4760180995475113,0.4760180995475113
case,LC24,0.7566533931809649,0.6252693266832917,0.6827058338786152,400.8,0.6523062558356676,0.5588316831683169,0.5996190727809709,100.2,0.5460371085371085,0.4464,0.4894824248071704,125.0
control,LC24,0.6005585778994024,0.7336354869816779,0.6591024641645316,305.6,0.5135275143450633,0.6076213260423786,0.5546820997276934,76.4,0.415416390430935,0.5145833333333333,0.4586191193517459,96.0
macro avg,LC24,0.6786059855401836,0.6794524068324849,0.6709041490215732,706.4,0.5829168850903654,0.5832265046053478,0.5771505862543321,176.6,0.4807267494840218,0.4804916666666666,0.4740507720794581,221.0
weighted avg,LC24,0.6891278560956917,0.6721413946331906,0.6724922088246391,706.4,0.5922990692582345,0.579821520287622,0.5801353204158314,176.6,0.4892968870973228,0.4760180995475113,0.4760757400844521,221.0
accuracy,LC25,0.666476072941167,0.666476072941167,0.666476072941167,0.666476072941167,0.5684899845916795,0.5684899845916795,0.5684899845916795,0.5684899845916795,0.546606334841629,0.546606334841629,0.546606334841629,0.546606334841629
case,LC25,0.7258642448038953,0.6730910224438903,0.6935801855432941,400.8,0.6406726959517657,0.5571089108910892,0.591702906940608,100.2,0.6105727810443167,0.5599999999999999,0.5760318448481234,125.0
control,LC25,0.6098543113874106,0.6575999142826529,0.6277597709856477,305.6,0.5025278586148152,0.5841421736158579,0.5363666100272162,76.4,0.4825076516841787,0.5291666666666666,0.4972472116961274,96.0
macro avg,LC25,0.6678592780956529,0.6653454683632717,0.6606699782644709,706.4,0.5716002772832904,0.5706255422534735,0.5640347584839122,176.6,0.5465402163642478,0.5445833333333333,0.5366395282721255,221.0
weighted avg,LC25,0.6756486843720255,0.666476072941167,0.6651351894584365,706.4,0.5809650900813577,0.5684899845916795,0.5676337362388629,176.6,0.5549426796028089,0.546606334841629,0.5418086557866229,221.0
accuracy,LC26,0.6758177031786545,0.6758177031786545,0.6758177031786545,0.6758177031786545,0.5991268618387263,0.5991268618387263,0.5991268618387263,0.5991268618387263,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5384615384615384
case,LC26,0.7349592495058943,0.6756009975062345,0.701827532994338,400.8,0.6714601102558768,0.583049504950495,0.6211199118013682,100.2,0.5919609166610184,0.6048,0.5951143388442748,125.0
control,LC26,0.6154985142484631,0.6760162862959391,0.642290017265963,305.6,0.5323499350856161,0.6206425153793574,0.5709461402185351,76.4,0.4661060717060716,0.4520833333333334,0.4550219309651358,96.0
macro avg,LC26,0.6752288818771788,0.6758086419010867,0.6720587751301506,706.4,0.6019050226707465,0.6018460101649262,0.5960330260099516,176.6,0.5290334941835451,0.5284416666666667,0.5250681349047053,221.0
weighted avg,LC26,0.6832662450022047,0.6758177031786545,0.6760831465089593,706.4,0.6113312674619398,0.5991268618387263,0.5993444555148446,176.6,0.537290938762037,0.5384615384615384,0.5342597182270923,221.0
accuracy,LC27,0.6693017217545307,0.6693017217545307,0.6693017217545307,0.6693017217545307,0.6002439650744735,0.6002439650744735,0.6002439650744735,0.6002439650744735,0.5276018099547511,0.5276018099547511,0.5276018099547511,0.5276018099547511
case,LC27,0.7256810960615481,0.6750960099750623,0.6959295163537316,400.8,0.6515402546025519,0.6509702970297029,0.6465890772432829,100.2,0.5813380027311572,0.584,0.5796663673728378,125.0
control,LC27,0.6138323825755234,0.6616564877317047,0.6330162827152479,305.6,0.5389865036923861,0.5340738209159261,0.5306618247005315,76.4,0.4586831610962406,0.4541666666666667,0.4526366634716154,96.0
macro avg,LC27,0.6697567393185357,0.6683762488533835,0.6644728995344897,706.4,0.595263379147469,0.5925220589728145,0.5886254509719071,176.6,0.5200105819136989,0.5190833333333333,0.5161515154222267,221.0
weighted avg,LC27,0.6772873604063245,0.6693017217545307,0.6687191676124021,706.4,0.6028817095258605,0.6002439650744735,0.5963759012610171,176.6,0.5280580715232297,0.5276018099547511,0.5244860435062435,221.0
accuracy,LC28,0.6744020739589135,0.6744020739589135,0.6744020739589135,0.6744020739589135,0.6160567539804828,0.6160567539804828,0.6160567539804828,0.6160567539804828,0.4588235294117647,0.4588235294117647,0.4588235294117647,0.4588235294117647
case,LC28,0.7398732959313898,0.6581895261845386,0.6959517815091064,400.8,0.6759043528992834,0.6227524752475248,0.6480937107139919,100.2,0.5240377753668405,0.4816,0.5015027385043334,125.0
control,LC28,0.6090919111687065,0.6957205614486232,0.648830945959778,305.6,0.5504910543619543,0.607177033492823,0.5772930181871638,76.4,0.3878937011547286,0.4291666666666667,0.4071003856336488,96.0
macro avg,LC28,0.6744826035500482,0.676955043816581,0.6723913637344422,706.4,0.6131977036306189,0.6149647543701738,0.6126933644505779,176.6,0.4559657382607845,0.4553833333333333,0.4543015620689911,221.0
weighted avg,LC28,0.6833042054619562,0.6744020739589135,0.6755591651847667,706.4,0.6216536107647721,0.6160567539804828,0.6174878374261538,176.6,0.4648982680167828,0.4588235294117647,0.4604953816012305,221.0
accuracy,LC29,0.6851677478553198,0.6851677478553198,0.6851677478553198,0.6851677478553198,0.6286209553158706,0.6286209553158706,0.6286209553158706,0.6286209553158706,0.5167420814479639,0.5167420814479639,0.5167420814479639,0.5167420814479639
case,LC29,0.7494917902785909,0.6691758104738155,0.7068045201967947,400.8,0.6867568957226717,0.6327524752475246,0.6567389195839395,100.2,0.5808904391704853,0.5264,0.5513340040025521,125.0
control,LC29,0.6196287117408745,0.7061502196507018,0.6598142327096134,305.6,0.5676742336461356,0.623069036226931,0.5920615288223041,76.4,0.4493826008199822,0.5041666666666667,0.4743648427872573,96.0
macro avg,LC29,0.6845602510097327,0.6876630150622587,0.683309376453204,706.4,0.6272155646844036,0.6279107557372278,0.6244002242031218,176.6,0.5151365199952338,0.5152833333333333,0.5128494233949047,221.0
weighted avg,LC29,0.693313497325229,0.6851677478553198,0.6864751709736804,706.4,0.6352398905266389,0.6286209553158706,0.6287878791800839,176.6,0.5237648623304478,0.5167420814479639,0.5178994362348222,221.0
accuracy,LC2,0.6862932792672225,0.6862932792672225,0.6862932792672225,0.6862932792672225,0.6284668721109399,0.6284668721109399,0.6284668721109399,0.6284668721109399,0.5601809954751131,0.5601809954751131,0.5601809954751131,0.5601809954751131
case,LC2,0.7266211526099207,0.7170623441396509,0.7217110201541329,400.8,0.6741716259197791,0.6627326732673267,0.6673983211088623,100.2,0.6061600411972854,0.6368,0.6207918992231443,125.0
control,LC2,0.6352438169867767,0.6459316404157291,0.6403970113539008,305.6,0.5737927275976057,0.5837662337662337,0.5774803018355597,76.4,0.4930724293627519,0.4604166666666667,0.475682079595123,96.0
macro avg,LC2,0.6809324847983487,0.68149699227769,0.6810540157540169,706.4,0.6239821767586923,0.6232494535167803,0.622439311472211,176.6,0.5496162352800187,0.5486083333333334,0.5482369894091337,221.0
weighted avg,LC2,0.6870900024782816,0.6862932792672225,0.6865349509758761,706.4,0.6307969492552299,0.6284668721109399,0.628471907923421,176.6,0.5570360107171262,0.5601809954751131,0.5577577694299768,221.0
accuracy,LC30,0.6732709329208924,0.6732709329208924,0.6732709329208924,0.6732709329208924,0.6171674370826914,0.6171674370826914,0.6171674370826914,0.6171674370826914,0.518552036199095,0.518552036199095,0.518552036199095,0.518552036199095
case,LC30,0.7219413074883698,0.694067331670823,0.7056859604732073,400.8,0.6649529220818529,0.6587128712871287,0.6606299364568278,100.2,0.5720591988141716,0.584,0.5773112028735866,125.0
control,LC30,0.6194638489633343,0.6458694953391193,0.6299210618320582,305.6,0.5583951891529406,0.5629528366370471,0.5590056640151773,76.4,0.4466011787678779,0.4333333333333333,0.4389817981634961,96.0
macro avg,LC30,0.670702578225852,0.6699684135049712,0.6678035111526327,706.4,0.6116740556173967,0.6108328539620879,0.6098178002360026,176.6,0.5093301887910248,0.5086666666666667,0.5081465005185414,221.0
weighted avg,LC30,0.677590353314771,0.6732709329208924,0.6729274629140306,706.4,0.6189000032825002,0.6171674370826914,0.616629131013402,176.6,0.5175615973460983,0.518552036199095,0.517222411687303,221.0
accuracy,LC31,0.6865777674489424,0.6865777674489424,0.6865777674489424,0.6865777674489424,0.621738572162301,0.621738572162301,0.621738572162301,0.621738572162301,0.4687782805429863,0.4687782805429863,0.4687782805429863,0.4687782805429863
case,LC31,0.7429400194383329,0.6905586034912718,0.7127625068268131,400.8,0.6738906611338045,0.649029702970297,0.6578357802379118,100.2,0.5321623797553527,0.5056,0.512685373376879,125.0
control,LC31,0.6299031421793229,0.6812921890067503,0.6516391517251433,305.6,0.5641513878278583,0.5862952836637046,0.5715735143858672,76.4,0.3927014294261681,0.4208333333333333,0.4013130900041285,96.0
macro avg,LC31,0.6864215808088278,0.685925396249011,0.6822008292759782,706.4,0.6190210244808314,0.617662493317001,0.6147046473118895,176.6,0.4624319045907604,0.4632166666666666,0.4569992316905037,221.0
weighted avg,LC31,0.694028287470139,0.6865777674489424,0.6863287180537135,706.4,0.6264633042366177,0.621738572162301,0.6204650579809572,176.6,0.4715820574404127,0.4687782805429863,0.4643064629525167,221.0
accuracy,LC32,0.6908250557957455,0.6908250557957455,0.6908250557957455,0.6908250557957455,0.5923407806882384,0.5923407806882384,0.5923407806882384,0.5923407806882384,0.5457013574660634,0.5457013574660634,0.5457013574660634,0.5457013574660634
case,LC32,0.7466344993019522,0.6901197007481297,0.7165117924079293,400.8,0.6598317609642675,0.5847128712871287,0.6163618773251394,100.2,0.6027116266997682,0.5728,0.5868092318719078,125.0
control,LC32,0.6309997961581046,0.6917882781527911,0.659187479517775,305.6,0.5279638519606287,0.6019822282980177,0.5593071517217115,76.4,0.480052750980133,0.5104166666666667,0.4941570930016238,96.0
macro avg,LC32,0.6888171477300284,0.6909539894504604,0.6878496359628521,706.4,0.5938978064624482,0.5933475497925732,0.5878345145234255,176.6,0.5413821888399506,0.5416083333333334,0.5404831624367659,221.0
weighted avg,LC32,0.6966158696251348,0.6908250557957455,0.6917075842769147,706.4,0.6027678321077508,0.5923407806882384,0.5917495842603483,176.6,0.549429943129248,0.5457013574660634,0.5465621489237301,221.0
accuracy,LC33,0.659684017774501,0.659684017774501,0.659684017774501,0.659684017774501,0.5730803800719055,0.5730803800719055,0.5730803800719055,0.5730803800719055,0.514027149321267,0.514027149321267,0.514027149321267,0.514027149321267
case,LC33,0.7079515190558618,0.6831147132169576,0.694547460455323,400.8,0.633402381376189,0.5989306930693069,0.6133990954272645,100.2,0.5707156145300353,0.5599999999999999,0.5640791607378477,125.0
control,LC33,0.6029098331306421,0.6289553198328511,0.6146736126496578,305.6,0.5044512281125154,0.5393028024606972,0.5186567605018257,76.4,0.4438941435191713,0.4541666666666667,0.4475584833171753,96.0
macro avg,LC33,0.6554306760932519,0.6560350165249045,0.6546105365524905,706.4,0.5689268047443522,0.5691167477650021,0.566027927964545,176.6,0.5073048790246033,0.5070833333333333,0.5058188220275115,221.0
