,,train,train,train,train,test,test,test,test,validation,validation,validation,validation
,,precision,recall,f1-score,support,precision,recall,f1-score,support,precision,recall,f1-score,support
,LC,,,,,,,,,,,,
control,LC16,0.4955964519369056,0.5732797599914283,0.5315597364999809,305.6,0.4315319182034553,0.5003417634996582,0.4626979067908603,76.4,0.4534095809502362,0.5125,0.480939575911656,96.0
macro avg,LC16,0.5629473764013336,0.5640850171528214,0.5608463024438093,706.4,0.4996353775270722,0.4997352381854726,0.4965682982961421,176.6,0.5183681193250631,0.51865,0.5166172334065522,221.0
weighted avg,LC16,0.5720247287858073,0.5628466448425499,0.5647938813380607,706.4,0.5088181158747894,0.4994928094504366,0.5010551074037495,176.6,0.5268920904240222,0.5194570135746607,0.5212989169692308,221.0
accuracy,LC17,0.5651089269185923,0.5651089269185923,0.5651089269185923,0.5651089269185923,0.5197675911658963,0.5197675911658963,0.5197675911658963,0.5197675911658963,0.5076923076923077,0.5076923076923077,0.5076923076923077,0.5076923076923077
case,LC17,0.6311462482714223,0.5618728179551122,0.5944737187085509,400.8,0.582320436913164,0.542950495049505,0.5617459082525301,100.2,0.5700570902940736,0.5248,0.546178768376367,125.0
control,LC17,0.4977371455273669,0.5693539054966249,0.5311188891837346,305.6,0.4497153050465274,0.4894736842105263,0.4685393837736153,76.4,0.4401110151663004,0.4854166666666666,0.4613396548872595,96.0
macro avg,LC17,0.5644416968993946,0.5656133617258685,0.5627963039461428,706.4,0.5160178709798457,0.5162120896300155,0.5151426460130727,176.6,0.5050840527301871,0.5051083333333334,0.5037592116318133,221.0
weighted avg,LC17,0.5734321611556668,0.5651089269185923,0.5670656566072408,706.4,0.5249683786194065,0.5197675911658963,0.5214070243713612,176.6,0.5136099264376653,0.5076923076923077,0.509325578806438,221.0
accuracy,LC18,0.5478449018515773,0.5478449018515773,0.5478449018515773,0.5478449018515773,0.4823382126348228,0.4823382126348228,0.4823382126348228,0.4823382126348228,0.5149321266968325,0.5149321266968325,0.5149321266968325,0.5149321266968325
case,LC18,0.6095502924707512,0.5663715710723192,0.586954314400493,400.8,0.5463081995098708,0.512970297029703,0.5280130999580644,100.2,0.5799001237600698,0.5136000000000001,0.5443286248584728,125.0
control,LC18,0.4790466301274726,0.5235336976320583,0.5000760462678905,305.6,0.408281072594798,0.4420710868079288,0.4233090394767272,76.4,0.4498773704795351,0.5166666666666666,0.4806156213972112,96.0
macro avg,LC18,0.544298461299112,0.5449526343521887,0.5435151803341918,706.4,0.4772946360523343,0.4775206919188159,0.4756610697173959,176.6,0.5148887471198025,0.5151333333333333,0.512472123127842,221.0
weighted avg,LC18,0.553093495329748,0.5478449018515773,0.5493727984396723,706.4,0.4866110724583862,0.4823382126348228,0.4827443335133143,176.6,0.5234196517468059,0.5149321266968325,0.5166523880608207,221.0
accuracy,LC19,0.5699304005673735,0.5699304005673735,0.5699304005673735,0.5699304005673735,0.4802452491011813,0.4802452491011813,0.4802452491011813,0.4802452491011813,0.4959276018099547,0.4959276018099547,0.4959276018099547,0.4959276018099547
case,LC19,0.6363978283165043,0.5648703241895261,0.5984699473632104,400.8,0.5466620601106553,0.4891287128712872,0.5149771943618907,100.2,0.5608104744331578,0.5024,0.5298661526203426,125.0
control,LC19,0.5025108356365879,0.5765713061180756,0.5369673245518819,305.6,0.4115835217648156,0.4690020505809979,0.4371615618670487,76.4,0.4292890757059372,0.4875,0.4564211311737243,96.0
macro avg,LC19,0.5694543319765462,0.5707208151538009,0.5677186359575461,706.4,0.4791227909377354,0.4790653817261425,0.4760693781144697,176.6,0.4950497750695476,0.49495,0.4931436418970335,221.0
weighted avg,LC19,0.5784769943946564,0.5699304005673735,0.5718623726417241,706.4,0.488222541944188,0.4802452491011813,0.48122373124798,176.6,0.5036790071127362,0.4959276018099547,0.4979624328969247,221.0
accuracy,LC1,0.5775823312804773,0.5775823312804773,0.5775823312804773,0.5775823312804773,0.4904532614278377,0.4904532614278377,0.4904532614278377,0.4904532614278377,0.4914027149321267,0.4914027149321267,0.4914027149321267,0.4914027149321267
case,LC1,0.6382808490924258,0.5883029925187032,0.6118171817901699,400.8,0.5571557271557271,0.518990099009901,0.5357677498562448,100.2,0.5549946974195428,0.5104,0.5313579623329407,125.0
control,LC1,0.5116342570305384,0.5635165541626487,0.5358473050224328,305.6,0.4138308484248417,0.4530416951469583,0.4307849761874348,76.4,0.4223536608319216,0.4666666666666667,0.4430150207875326,96.0
macro avg,LC1,0.5749575530614821,0.575909773340676,0.5738322434063013,706.4,0.4854932877902844,0.4860158970784295,0.4832763630218398,176.6,0.4886741791257322,0.4885333333333334,0.4871864915602367,221.0
weighted avg,LC1,0.5834901659653756,0.5775823312804773,0.5789518960245712,706.4,0.4951569290412826,0.4904532614278377,0.4903504394872498,176.6,0.4973768715715264,0.4914027149321267,0.4929827479059761,221.0
accuracy,LC20,0.5617227161809666,0.5617227161809666,0.5617227161809666,0.5617227161809666,0.5141242937853108,0.5141242937853108,0.5141242937853108,0.5141242937853108,0.4678733031674207,0.4678733031674207,0.4678733031674207,0.4678733031674207
case,LC20,0.6245214137736708,0.5708678304239402,0.5964323093514918,400.8,0.5803935828219816,0.520970297029703,0.5481167427657635,100.2,0.530623107539517,0.5056,0.5175504644659579,125.0
control,LC20,0.4941125594482107,0.5497439194256938,0.5203866802773678,305.6,0.4457356343499235,0.5051606288448394,0.4726182345984232,76.4,0.3945343983435495,0.41875,0.4060080268409388,96.0
macro avg,LC20,0.5593169866109408,0.560305874924817,0.5584094948144298,706.4,0.5130646085859526,0.5130654629372712,0.5103674886820933,176.6,0.4625787529415333,0.4621749999999999,0.4617792456534483,221.0
weighted avg,LC20,0.5681061359394006,0.5617227161809666,0.5635313374082044,706.4,0.52215216629951,0.5141242937853108,0.5154585089258805,176.6,0.4715076501512234,0.4678733031674207,0.4690976408822392,221.0
accuracy,LC21,0.5532281394873604,0.5532281394873604,0.5532281394873604,0.5532281394873604,0.4857922444786851,0.4857922444786851,0.4857922444786851,0.4857922444786851,0.4859728506787329,0.4859728506787329,0.4859728506787329,0.4859728506787329
case,LC21,0.6248664358361794,0.5309201995012469,0.5739243176550058,400.8,0.5555960627351784,0.4650891089108911,0.5058220047511903,100.2,0.5549444034461967,0.4559999999999999,0.5002008426346306,125.0
control,LC21,0.4866709761042127,0.5824558019929282,0.5301525557533988,305.6,0.4227149096248467,0.5129870129870129,0.4631032301860355,76.4,0.4260862937884261,0.525,0.470085982434665,96.0
macro avg,LC21,0.555768705970196,0.5566880007470876,0.5520384367042024,706.4,0.4891554861800126,0.4890380609489521,0.4844626174686128,176.6,0.4905153486173114,0.4904999999999999,0.4851434125346477,221.0
weighted avg,LC21,0.5650802906550141,0.5532281394873604,0.5549940753226804,706.4,0.4981170590937561,0.4857922444786851,0.4873359121955696,176.6,0.4989698399749478,0.4859728506787329,0.4871192744029713,221.0
accuracy,LC22,0.5467097539377572,0.5467097539377572,0.5467097539377572,0.5467097539377572,0.5084424756034925,0.5084424756034925,0.5084424756034925,0.5084424756034925,0.5230769230769231,0.5230769230769231,0.5230769230769231,0.5230769230769231
case,LC22,0.6124405992737639,0.5473990024937656,0.5780684373635174,400.8,0.574576442912182,0.5108910891089109,0.5402007280707523,100.2,0.5924426044776522,0.5008,0.5425144517557945,125.0
control,LC22,0.4791206207398252,0.5458180649308904,0.5102729071564968,305.6,0.4413983775565954,0.5052631578947369,0.4705459278971826,76.4,0.4596715903007053,0.5520833333333333,0.5014515034839299,96.0
macro avg,LC22,0.5457806100067946,0.546608533712328,0.5441706722600071,706.4,0.5079874102343886,0.5080771235018238,0.5053733279839674,176.6,0.5260570973891788,0.5264416666666667,0.5219829776198622,221.0
weighted avg,LC22,0.5547652127103035,0.5467097539377572,0.5487368584915892,706.4,0.5169711168901655,0.5084424756034925,0.5100650261403732,176.6,0.534768317776354,0.5230769230769231,0.5246771529589664,221.0
accuracy,LC23,0.5413501568691875,0.5413501568691875,0.5413501568691875,0.5413501568691875,0.518650487930149,0.518650487930149,0.518650487930149,0.518650487930149,0.5276018099547511,0.5276018099547511,0.5276018099547511,0.5276018099547511
case,LC23,0.5915809491672999,0.6227992518703241,0.5999324174586198,400.8,0.571611550894674,0.6185742574257426,0.5873574210434034,100.2,0.5670174567717383,0.5968,0.5715641884581992,125.0
control,LC23,0.4717525425691655,0.4344283724418728,0.4426251259663981,305.6,0.4343648415076986,0.3880382775119617,0.3990314559072961,76.4,0.479269545978902,0.4375,0.4436595354846095,96.0
macro avg,LC23,0.5316667458682327,0.5286138121560986,0.5212787717125089,706.4,0.5029881962011864,0.5033062674688521,0.4931944384753497,176.6,0.5231435013753201,0.51715,0.5076118619714045,221.0
weighted avg,LC23,0.5397387540828141,0.5413501568691875,0.5318998464977561,706.4,0.5122365560983215,0.518650487930149,0.5057857824252293,176.6,0.5289007172418184,0.5276018099547511,0.5160037962162779,221.0
accuracy,LC24,0.5336878082790067,0.5336878082790067,0.5336878082790067,0.5336878082790067,0.4880842321520287,0.4880842321520287,0.4880842321520287,0.4880842321520287,0.5230769230769231,0.5230769230769231,0.5230769230769231,0.5230769230769231
case,LC24,0.6037420756940992,0.5184576059850373,0.5578234050811914,400.8,0.5550970385113608,0.4889108910891089,0.5197827602715973,100.2,0.5902242508982957,0.5104,0.5472435239120623,125.0
control,LC24,0.4671443151663604,0.553678345655202,0.5067133118961475,305.6,0.4211178134776513,0.4869104579630895,0.4515283664275361,76.4,0.4589417739433289,0.5395833333333334,0.4958631879886098,96.0
macro avg,LC24,0.5354431954302299,0.5360679758201197,0.5322683584886695,706.4,0.4881074259945061,0.4879106745260991,0.4856555633495666,176.6,0.5245830124208123,0.5249916666666667,0.521553355950336,221.0
weighted avg,LC24,0.544648840315588,0.5336878082790067,0.5357095225307216,706.4,0.4971441562091011,0.4880842321520287,0.4902785370163787,176.6,0.5331965686011155,0.5230769230769231,0.5249244639634132,221.0
accuracy,LC25,0.5404822675711521,0.5404822675711521,0.5404822675711521,0.5404822675711521,0.4970980996404724,0.4970980996404724,0.4970980996404724,0.4970980996404724,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5294117647058824
case,LC25,0.6041035175770986,0.5519039900249376,0.5767003225940902,400.8,0.5578575144336139,0.5307128712871287,0.5430053314228364,100.2,0.5853484186404668,0.5791999999999999,0.5818945382388131,125.0
control,LC25,0.4720714417847574,0.525518054216222,0.4972363154711484,305.6,0.4267818765237742,0.4528024606971975,0.4383007966916012,76.4,0.4581858859690868,0.4645833333333333,0.4609004069039308,96.0
macro avg,LC25,0.5380874796809281,0.5387110221205799,0.5369683190326193,706.4,0.4923196954786941,0.4917576659921631,0.4906530640572188,176.6,0.5217671523047769,0.5218916666666666,0.5213974725713719,221.0
weighted avg,LC25,0.5469852512157294,0.5404822675711521,0.5423200340718548,706.4,0.5011527358469198,0.4970980996404724,0.4977542148350696,176.6,0.5301103953986004,0.5294117647058824,0.5293360015503575,221.0
accuracy,LC26,0.5600221980919258,0.5600221980919258,0.5600221980919258,0.5600221980919258,0.5300269645608628,0.5300269645608628,0.5300269645608628,0.5300269645608628,0.551131221719457,0.551131221719457,0.551131221719457,0.551131221719457
case,LC26,0.6274303586677314,0.5528840399002494,0.5876926388486536,400.8,0.6009029308616122,0.510950495049505,0.5516685721201549,100.2,0.6118166228498991,0.5631999999999999,0.586301186242977,125.0
control,LC26,0.4927104862485371,0.5693881924354441,0.5281780399017462,305.6,0.4641140194668594,0.5549213943950786,0.504986750141184,76.4,0.4854920408823129,0.5354166666666667,0.5090301577452017,96.0
macro avg,LC26,0.5600704224581342,0.5611361161678468,0.5579353393752,706.4,0.5325084751642357,0.5329359447222918,0.5283276611306694,176.6,0.548654331866106,0.5493083333333334,0.5476656719940893,221.0
weighted avg,LC26,0.5691491944372655,0.5600221980919258,0.5619451925423918,706.4,0.5417338190269952,0.5300269645608628,0.5315042748886009,176.6,0.5569425962938437,0.551131221719457,0.5527354906059343,221.0
accuracy,LC27,0.5526623686245598,0.5526623686245598,0.5526623686245598,0.5526623686245598,0.5164162814586544,0.5164162814586544,0.5164162814586544,0.5164162814586544,0.5375565610859729,0.5375565610859729,0.5375565610859729,0.5375565610859729
case,LC27,0.6358413300463128,0.4960087281795511,0.5571253216608695,400.8,0.5950160239369742,0.471029702970297,0.5237978013370941,100.2,0.6100067445692003,0.5056,0.552213082588288,125.0
control,LC27,0.4867039349946582,0.6269859637844208,0.5479062177903372,305.6,0.4518785065712133,0.5755980861244019,0.5049556180292928,76.4,0.4739162043566148,0.5791666666666666,0.5207674111202144,96.0
macro avg,LC27,0.5612726325204855,0.561497345981986,0.5525157697256033,706.4,0.5234472652540939,0.5233138945473494,0.5143767096831935,176.6,0.5419614744629077,0.5423833333333332,0.5364902468542512,221.0
weighted avg,LC27,0.5713238548582943,0.5526623686245598,0.5531331731647827,706.4,0.5330977391811285,0.5164162814586544,0.5157251597519183,176.6,0.5508904918071723,0.5375565610859729,0.5385534243940118,221.0
accuracy,LC28,0.5461471885755957,0.5461471885755957,0.5461471885755957,0.5461471885755957,0.5220980996404725,0.5220980996404725,0.5220980996404725,0.5220980996404725,0.5321266968325792,0.5321266968325792,0.5321266968325792,0.5321266968325792
case,LC28,0.6129551337407569,0.5429114713216958,0.5757536540748456,400.8,0.5881714820759765,0.5309108910891089,0.5576862891148606,100.2,0.5979749512036434,0.528,0.5606404170614476,125.0
control,LC28,0.4786895152203632,0.550391085395907,0.5119917184759614,305.6,0.4527955366294261,0.5107313738892686,0.4796437338563285,76.4,0.4664805212072863,0.5375,0.4993249450355435,96.0
macro avg,LC28,0.5458223244805601,0.5466512783588013,0.5438726862754035,706.4,0.5204835093527013,0.5208211324891888,0.5186650114855945,176.6,0.5322277362054648,0.5327500000000001,0.5299826810484956,221.0
weighted avg,LC28,0.5548700748104074,0.5461471885755957,0.5481693844399731,706.4,0.5296192452697298,0.5220980996404725,0.5238895454235788,176.6,0.5408551988070358,0.5321266968325792,0.5340056418827743,221.0
accuracy,LC29,0.5583240841283643,0.5583240841283643,0.5583240841283643,0.5583240841283643,0.5163328197226502,0.5163328197226502,0.5163328197226502,0.5163328197226502,0.5484162895927602,0.5484162895927602,0.5484162895927602,0.5484162895927602
case,LC29,0.6256300797179613,0.5518877805486284,0.5863635827840693,400.8,0.5800850611376926,0.5309306930693068,0.5542719954443481,100.2,0.6091350543034232,0.5664,0.586662697527753,125.0
control,LC29,0.4909268824598309,0.5667459552126861,0.5260438526275173,305.6,0.4478504804731651,0.4973000683526999,0.471126278702434,76.4,0.4810471486347775,0.525,0.5017119576163942,96.0
macro avg,LC29,0.5582784810888961,0.5593168678806573,0.5562037177057932,706.4,0.513967770805429,0.5141153807110033,0.5126991370733911,176.6,0.5450911014691003,0.5457,0.5441873275720737,221.0
weighted avg,LC29,0.5673549702259433,0.5583240841283643,0.5602723237019893,706.4,0.5228935383308355,0.5163328197226502,0.5182853149850847,176.6,0.5534950590808441,0.5484162895927602,0.5497610186522307,221.0
accuracy,LC2,0.5713444270367951,0.5713444270367951,0.5713444270367951,0.5713444270367951,0.5073253723677452,0.5073253723677452,0.5073253723677452,0.5073253723677452,0.420814479638009,0.420814479638009,0.420814479638009,0.420814479638009
case,LC2,0.6360904582377532,0.5708703241895262,0.60160235528634,400.8,0.5789122807017544,0.490990099009901,0.5299574726348919,100.2,0.4867193675889328,0.4256,0.4537658841777989,125.0
control,LC2,0.5043488733853343,0.571987570984678,0.5359291355705533,305.6,0.4407566743754961,0.5287423103212576,0.4796764467887842,76.4,0.3558311669180252,0.4145833333333333,0.3826989941981458,96.0
macro avg,LC2,0.5702196658115437,0.5714289475871022,0.5687657454284467,706.4,0.5098344775386253,0.5098662046655793,0.5048169597118382,176.6,0.4212752672534789,0.4200916666666666,0.4182324391879723,221.0
weighted avg,LC2,0.5790991034152067,0.5713444270367951,0.5731875747896661,706.4,0.5191550699496253,0.5073253723677452,0.5082125906292262,176.6,0.4298629546278145,0.420814479638009,0.4228951989377686,221.0
accuracy,LC30,0.5540735902809221,0.5540735902809221,0.5540735902809221,0.5540735902809221,0.4767398561890087,0.4767398561890087,0.4767398561890087,0.4767398561890087,0.5058823529411764,0.5058823529411764,0.5058823529411764,0.5058823529411764
case,LC30,0.6171214187823009,0.563360349127182,0.588928236276931,400.8,0.545711747718381,0.4849108910891089,0.5116930581897092,100.2,0.5652526090644245,0.5488000000000001,0.5565304005068163,125.0
control,LC30,0.4864409445439602,0.541892210436087,0.512582409126342,305.6,0.4037959452555725,0.4655502392344497,0.4309029398796744,76.4,0.4335328170354274,0.45,0.4411586817298525,96.0
macro avg,LC30,0.5517811816631306,0.5526262797816346,0.5507553227016365,706.4,0.4747538464869768,0.4752305651617793,0.4712979990346918,176.6,0.499392713049926,0.4993999999999999,0.4988445411183344,221.0
weighted avg,LC30,0.560587182474339,0.5540735902809221,0.5559002761885753,706.4,0.4843353957867464,0.4767398561890087,0.4768536519554383,176.6,0.5080349618482086,0.5058823529411764,0.5064141787756465,221.0
accuracy,LC31,0.5226520709537567,0.5226520709537567,0.5226520709537567,0.5226520709537567,0.4495634309193631,0.4495634309193631,0.4495634309193631,0.4495634309193631,0.4778280542986425,0.4778280542986425,0.4778280542986425,0.4778280542986425
case,LC31,0.5905429870134057,0.5174613466334165,0.5514182848386568,400.8,0.5185078734384027,0.4491287128712871,0.480396012559322,100.2,0.5463694423014258,0.4575999999999999,0.4972526354380876,125.0
control,LC31,0.4555560647496131,0.529428908175292,0.4895699484956092,305.6,0.3808424263743412,0.45,0.4118014824768899,76.4,0.4158613182426766,0.5041666666666667,0.4551672208503756,96.0
macro avg,LC31,0.5230495258815094,0.5234451274043542,0.5204941166671331,706.4,0.4496751499063719,0.4495643564356436,0.446098747518106,176.6,0.4811153802720512,0.4808833333333333,0.4762099281442316,221.0
weighted avg,LC31,0.5321454537272989,0.5226520709537567,0.5246683431573669,706.4,0.4589716085559328,0.4495634309193631,0.4507598869860644,176.6,0.4896781304931004,0.4778280542986425,0.478971188377362,221.0
accuracy,LC32,0.5486963629588374,0.5486963629588374,0.5486963629588374,0.5486963629588374,0.486979969183359,0.486979969183359,0.486979969183359,0.486979969183359,0.4823529411764705,0.4823529411764705,0.4823529411764705,0.4823529411764705
case,LC32,0.6190167704702892,0.5314501246882793,0.5716558782873203,400.8,0.5587130103715507,0.471009900990099,0.5098121456263611,100.2,0.5507120890027531,0.4608,0.5015621843534193,125.0
control,LC32,0.4820877954017158,0.5713232615450552,0.5227236426358166,305.6,0.4206286927815828,0.5080314422419685,0.4592064705534674,76.4,0.4209093619852197,0.5104166666666667,0.4612168153836998,96.0
macro avg,LC32,0.5505522829360026,0.5513866931166673,0.5471897604615684,706.4,0.4896708515765667,0.4895206716160338,0.4845093080899144,176.6,0.4858107254939864,0.4856083333333333,0.4813894998685596,221.0
weighted avg,LC32,0.5597798346927663,0.5486963629588374,0.5504856015727319,706.4,0.4989795692543793,0.486979969183359,0.4878982588376899,176.6,0.4943271940087115,0.4823529411764705,0.4840365942127267,221.0
accuracy,LC33,0.5639837961942693,0.5639837961942693,0.5639837961942693,0.5639837961942693,0.4949152542372881,0.4949152542372881,0.4949152542372881,0.4949152542372881,0.4895927601809954,0.4895927601809954,0.4895927601809954,0.4895927601809954
case,LC33,0.6287229449220252,0.565859102244389,0.5953894168299592,400.8,0.5606539972338912,0.495009900990099,0.5247181054239878,100.2,0.5565468554267998,0.48,0.515432286129341,125.0
control,LC33,0.4966125949865884,0.5614979106396657,0.5268272637627036,305.6,0.4288518228983562,0.494771018455229,0.4585476804922764,76.4,0.4258266722982909,0.5020833333333333,0.460809745671307,96.0
macro avg,LC33,0.5626677699543068,0.5636785064420273,0.5611083402963314,706.4,0.4947529100661237,0.494890459722664,0.4916328929581321,176.6,0.4911867638625454,0.4910416666666666,0.4881210159003241,221.0
