,,train,train,train,train,test,test,test,test,validation,validation,validation,validation
,,precision,recall,f1-score,support,precision,recall,f1-score,support,precision,recall,f1-score,support
,LC,,,,,,,,,,,,
weighted avg,LC33,0.5715691392002109,0.5639837961942693,0.5657336285054401,706.4,0.5036542577747992,0.4949152542372881,0.4961064849776215,176.6,0.4997634274614747,0.4895927601809954,0.4917048477403308,221.0
accuracy,LC34,0.5523854935068577,0.5523854935068577,0.5523854935068577,0.5523854935068577,0.5061825885978428,0.5061825885978428,0.5061825885978428,0.5061825885978428,0.5185520361990951,0.5185520361990951,0.5185520361990951,0.5185520361990951
case,LC34,0.6140008192524322,0.5673802992518703,0.5896667681681729,400.8,0.5715677314337768,0.5168514851485149,0.5412669345679003,100.2,0.5775368757493771,0.5616,0.5690876378813214,125.0
control,LC34,0.4846126473704489,0.5327075966998821,0.5074208785942599,305.6,0.4371630599514186,0.4920710868079289,0.4614813758704411,76.4,0.4459727351628518,0.4625,0.4536520772226146,96.0
macro avg,LC34,0.5493067333114405,0.5500439479758763,0.5485438233812163,706.4,0.5043653956925976,0.5044612859782218,0.5013741552191707,176.6,0.5117548054561144,0.51205,0.5113698575519681,221.0
weighted avg,LC34,0.5580262310519626,0.5523854935068577,0.5540888493865651,706.4,0.51343643620521,0.5061825885978428,0.5067832531244401,176.6,0.5203868418294385,0.5185520361990951,0.518943683930028,221.0
accuracy,LC35,0.5588934611793839,0.5588934611793839,0.5588934611793839,0.5588934611793839,0.5129686697483308,0.5129686697483308,0.5129686697483308,0.5129686697483308,0.5221719457013575,0.5221719457013575,0.5221719457013575,0.5221719457013575
case,LC35,0.6186640417064038,0.5818316708229426,0.5993764602747536,400.8,0.5722321260451009,0.5567920792079207,0.5641283326623048,100.2,0.5756345949968924,0.584,0.578913825502201,125.0
control,LC35,0.4906093579039862,0.528816029143898,0.5086350764220561,305.6,0.4402556384398374,0.4555023923444976,0.4474349945110086,76.4,0.4516665463239305,0.4416666666666667,0.4452207107797683,96.0
macro avg,LC35,0.5546366998051949,0.5553238499834203,0.5540057683484048,706.4,0.5062438822424692,0.5061472357762091,0.5057816635866568,176.6,0.5136505706604114,0.5128333333333333,0.5120672681409847,221.0
weighted avg,LC35,0.5632661786453188,0.5588934611793839,0.560119214970658,706.4,0.5151441033763753,0.5129686697483308,0.5136465989982337,176.6,0.5217842209127099,0.5221719457013575,0.5208389883377054,221.0
accuracy,LC36,0.5518137123303589,0.5518137123303589,0.5518137123303589,0.5518137123303589,0.5130713918849512,0.5130713918849512,0.5130713918849512,0.5130713918849512,0.4588235294117647,0.4588235294117647,0.4588235294117647,0.4588235294117647
case,LC36,0.6142520699223768,0.5648703241895262,0.5885100962288685,400.8,0.5795619784904282,0.526930693069307,0.5511930105676972,100.2,0.5262567563020812,0.432,0.474378278894682,125.0
control,LC36,0.4836953479758839,0.5346919532840458,0.5078989189905908,305.6,0.4420065617640711,0.494941900205058,0.4662562462400124,76.4,0.4003275492343101,0.49375,0.4420783477682467,96.0
macro avg,LC36,0.5489737089491303,0.549781138736786,0.5482045076097296,706.4,0.5107842701272497,0.5109362966371825,0.5087246284038548,176.6,0.4632921527681956,0.4628749999999999,0.4582283133314644,221.0
weighted avg,LC36,0.5577718536448882,0.5518137123303588,0.5536362912301522,706.4,0.5200673046432601,0.5130713918849512,0.5144448453355309,176.6,0.4715544763088412,0.4588235294117647,0.4603475395818413,221.0
accuracy,LC37,0.5438817009989141,0.5438817009989141,0.5438817009989141,0.5438817009989141,0.4665767847971238,0.4665767847971238,0.4665767847971238,0.4665767847971238,0.4950226244343891,0.4950226244343891,0.4950226244343891,0.4950226244343891
case,LC37,0.6045363802200626,0.5668690773067332,0.5850159648500737,400.8,0.5330803734418192,0.484970297029703,0.5069017798604093,100.2,0.5558109435627069,0.5328,0.5432193171363753,125.0
control,LC37,0.4750083184496428,0.5137297760634307,0.4935188234213862,305.6,0.3944409812838702,0.4422077922077921,0.416009678894841,76.4,0.4228617117649375,0.4458333333333334,0.4331437292473041,96.0
macro avg,LC37,0.5397723493348527,0.540299426685082,0.53926739413573,706.4,0.4637606773628446,0.4635890446187475,0.4614557293776252,176.6,0.4893363276638222,0.4893166666666667,0.4881815231918397,221.0
weighted avg,LC37,0.5485016742515345,0.5438817009989141,0.5454342048813361,706.4,0.4731200857719456,0.4665767847971238,0.4676420505178173,176.6,0.4980592410623183,0.4950226244343891,0.4954036771483625,221.0
accuracy,LC3,0.5676621081776327,0.5676621081776327,0.5676621081776327,0.5676621081776327,0.5119157678479713,0.5119157678479713,0.5119157678479713,0.5119157678479713,0.5095022624434389,0.5095022624434389,0.5095022624434389,0.5095022624434389
case,LC3,0.6374509022718209,0.5518852867830424,0.5915747544715084,400.8,0.583394239796962,0.491009900990099,0.5325590411874987,100.2,0.5824456111264622,0.4656,0.5172393441738926,125.0
control,LC3,0.5002974146811134,0.5883595842708668,0.5407531603103013,305.6,0.4465925383783714,0.539336978810663,0.4880567378582774,76.4,0.4494144052894019,0.5666666666666667,0.5010907295027044,96.0
macro avg,LC3,0.568874158476467,0.5701224355269545,0.5661639573909049,706.4,0.5149933890876668,0.515173439900381,0.5103078895228881,176.6,0.5159300082079321,0.5161333333333333,0.5091650368382985,221.0
weighted avg,LC3,0.5781170860457131,0.5676621081776327,0.5695877538870379,706.4,0.5242282632398474,0.5119157678479713,0.5133145223015695,176.6,0.5246582999936216,0.5095022624434389,0.5102245613302996,221.0
accuracy,LC4,0.5628546585941475,0.5628546585941475,0.5628546585941475,0.5628546585941475,0.5141307139188495,0.5141307139188495,0.5141307139188495,0.5141307139188495,0.4380090497737557,0.4380090497737557,0.4380090497737557,0.4380090497737557
case,LC4,0.6361890664192663,0.5359139650872817,0.5816718780560468,400.8,0.5856661309006773,0.493009900990099,0.5345208298557885,100.2,0.5043578115878887,0.4032,0.4479779426525674,125.0
control,LC4,0.4957682738015148,0.5981635058394943,0.542107636745589,305.6,0.4489486909770921,0.5419685577580314,0.4903876040511841,76.4,0.3831045466714912,0.4833333333333334,0.4273169205515614,96.0
macro avg,LC4,0.5659786701103906,0.567038735463388,0.5618897574008178,706.4,0.5173074109388847,0.5174892293740652,0.5124542169534863,176.6,0.44373117912969,0.4432666666666666,0.4376474316020643,221.0
weighted avg,LC4,0.5754401313875317,0.5628546585941475,0.5645607275029587,706.4,0.5265334912870546,0.5141307139188495,0.5154055057225924,176.6,0.4516867100857432,0.4380090497737557,0.439003019024981,221.0
accuracy,LC5,0.5764499881797164,0.5764499881797164,0.5764499881797164,0.5764499881797164,0.4938302516692348,0.4938302516692348,0.4938302516692348,0.4938302516692348,0.4995475113122172,0.4995475113122172,0.4995475113122172,0.4995475113122172
case,LC5,0.6386352194602637,0.5833528678304238,0.6096315071352836,400.8,0.5616576354025553,0.495009900990099,0.5259002206370628,100.2,0.5633291579078719,0.5184,0.5396160632092755,125.0
control,LC5,0.5097502355550704,0.5674124075859852,0.5369181390156129,305.6,0.4256397981065888,0.4920710868079289,0.4561888739114977,76.4,0.429952348903856,0.475,0.4510398361514328,96.0
macro avg,LC5,0.574192727507667,0.5753826377082045,0.5732748230754482,706.4,0.4936487167545721,0.493540493899014,0.4910445472742802,176.6,0.4966407534058639,0.4967,0.4953279496803541,221.0
weighted avg,LC5,0.5828795533566034,0.5764499881797164,0.5781722039766559,706.4,0.5028258315118569,0.4938302516692348,0.4957936525334309,176.6,0.5053917205124623,0.4995475113122172,0.5011395120891265,221.0
accuracy,LC6,0.5730521575022739,0.5730521575022739,0.5730521575022739,0.5730521575022739,0.505225988700565,0.505225988700565,0.505225988700565,0.505225988700565,0.5384615384615385,0.5384615384615385,0.5384615384615385,0.5384615384615385
case,LC6,0.6149332957819109,0.663647132169576,0.6377953361664354,400.8,0.5582225199726236,0.597029702970297,0.5758521841326418,100.2,0.5814784117306278,0.6527999999999999,0.6145136478474201,125.0
control,LC6,0.5076444154190496,0.4542033644058716,0.4784101546185367,305.6,0.4258979806015525,0.3850307587149692,0.4025840950992874,76.4,0.4649432203285601,0.3895833333333333,0.4228264038938496,96.0
macro avg,LC6,0.5612888556004803,0.5589252482877238,0.558102745392486,706.4,0.492060250287088,0.4910302308426331,0.4892181396159646,176.6,0.5232108160295941,0.5211916666666666,0.5186700258706349,221.0
weighted avg,LC6,0.5685157116211308,0.5730521575022739,0.5688483186043425,706.4,0.5009565905258331,0.505225988700565,0.500839436026058,176.6,0.5308567901261096,0.5384615384615385,0.5312467907454167,221.0
accuracy,LC7,0.5433147280733739,0.5433147280733739,0.5433147280733739,0.5433147280733739,0.4846879815100154,0.4846879815100154,0.4846879815100154,0.4846879815100154,0.5266968325791855,0.5266968325791855,0.5266968325791855,0.5266968325791855
case,LC7,0.6036215808605799,0.5678653366583541,0.585046340564267,400.8,0.5469501630422542,0.5251683168316832,0.5346408567707255,100.2,0.5780200642673241,0.6064,0.5917648102682176,125.0
control,LC7,0.4743880830647263,0.5111003964427301,0.4918938545303655,305.6,0.4102111289043752,0.4317156527682843,0.4193964393143594,76.4,0.4515527323087437,0.4229166666666667,0.4365951064382221,96.0
macro avg,LC7,0.5390048319626533,0.5394828665505421,0.5384700975473162,706.4,0.4785806459733147,0.4784419847999837,0.4770186480425424,176.6,0.514786398288034,0.5146583333333334,0.51417995835322,221.0
weighted avg,LC7,0.5477138513243988,0.5433147280733739,0.5447508480536534,706.4,0.4878052925325024,0.4846879815100154,0.4847639688594216,176.6,0.5230840286654069,0.5266968325791855,0.5243607760253236,221.0
accuracy,LC8,0.5843687768210248,0.5843687768210248,0.5843687768210248,0.5843687768210248,0.5334488957370314,0.5334488957370314,0.5334488957370314,0.5334488957370314,0.4941176470588235,0.4941176470588235,0.4941176470588235,0.4941176470588235
case,LC8,0.6494703443048031,0.5813366583541147,0.613495544491382,400.8,0.596243467340131,0.5411089108910891,0.5665163924618177,100.2,0.5576388486763428,0.5088,0.5319987738878872,125.0
control,LC8,0.5171845266905487,0.5883317261330762,0.5504482922753567,305.6,0.4679904999784391,0.5236158578263842,0.4934178335815588,76.4,0.4264629595372581,0.475,0.4493225453957931,96.0
macro avg,LC8,0.5833274354976759,0.5848341922435955,0.5819719183833694,706.4,0.5321169836592852,0.5323623843587366,0.5299671130216883,176.6,0.4920509041068005,0.4918999999999999,0.4906606596418402,221.0
weighted avg,LC8,0.5922412746947349,0.5843687768210248,0.5862231904035583,706.4,0.5407746287598454,0.5334488957370314,0.5348545190082191,176.6,0.5006574669688671,0.4941176470588235,0.4960851180723168,221.0
accuracy,LC9,0.556348694359521,0.556348694359521,0.556348694359521,0.556348694359521,0.5267526964560864,0.5267526964560864,0.5267526964560864,0.5267526964560864,0.5176470588235295,0.5176470588235295,0.5176470588235295,0.5176470588235295
case,LC9,0.6263967367688672,0.5419189526184539,0.5806319486221447,400.8,0.5965278959991254,0.5150495049504951,0.55245676797513,100.2,0.5817418550645588,0.5232,0.5501725761271116,125.0
control,LC9,0.4891392996806974,0.5752919747133827,0.5283525675191167,305.6,0.4598658386287252,0.5422761449077239,0.4973900648519042,76.4,0.4514617723195472,0.5104166666666666,0.478430128280915,96.0
macro avg,LC9,0.5577680182247823,0.5586054636659183,0.5544922580706307,706.4,0.5281968673139252,0.5286628249291094,0.524923416413517,176.6,0.516601813692053,0.5168083333333333,0.5143013522040133,221.0
weighted avg,LC9,0.5670185696543767,0.556348694359521,0.558011823351263,706.4,0.5374199012500486,0.5267526964560864,0.5286035489522403,176.6,0.5251496019264542,0.5176470588235295,0.5190084358862299,221.0
